"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,11.024,NA,-1.589,13.809,NA,1.796
"Alabama","Baldwin",1003,11.153,38.616,-0.154,12.529,7.104,0.92
"Alabama","Barbour",1005,-5.674,NA,NA,19.427,NA,6.793
"Alabama","Bibb",1007,5.345,NA,NA,21.915,NA,6.212
"Alabama","Blount",1009,10.268,NA,-0.591,15.16,NA,1.691
"Alabama","Bullock",1011,NA,NA,NA,NA,NA,0.002
"Alabama","Butler",1013,7.272,NA,NA,27.659,NA,-0.002
"Alabama","Calhoun",1015,-0.13,NA,-0.774,16.163,NA,1.413
"Alabama","Chambers",1017,13.809,NA,-1.305,31.18,NA,2.732
"Alabama","Cherokee",1019,13.424,NA,NA,13.139,NA,0.529
"Alabama","Chilton",1021,10.163,NA,-1.289,17.45,18.397,4.795
"Alabama","Choctaw",1023,11.291,NA,NA,NA,NA,9.677
"Alabama","Clarke",1025,-5.768,NA,NA,17.088,NA,0.785
"Alabama","Clay",1027,6.117,NA,2.103,7.81,NA,NA
"Alabama","Cleburne",1029,16.666,NA,NA,NA,-1.994,5.562
"Alabama","Coffee",1031,9.965,NA,-1.029,26.98,NA,2.813
"Alabama","Colbert",1033,3.034,-30.229,-2.249,9.976,2.967,2.471
"Alabama","Conecuh",1035,9.998,NA,8.824,17.823,NA,24.267
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,6.097
"Alabama","Covington",1039,10.4,NA,-0.047,22.464,NA,1.175
"Alabama","Crenshaw",1041,-0.001,NA,NA,19.402,NA,0.971
"Alabama","Cullman",1043,10.218,1.639,-0.11,11.726,14.545,2.619
"Alabama","Dale",1045,9.492,NA,-2.057,10.062,17.543,3.285
"Alabama","Dallas",1047,6.503,NA,-2.957,35.718,NA,2.888
"Alabama","DeKalb",1049,2.941,NA,-0.157,15.139,NA,2.383
"Alabama","Elmore",1051,0.666,NA,-0.611,14.547,NA,1.697
"Alabama","Escambia",1053,9.306,NA,-1.681,20.193,NA,-0.404
"Alabama","Etowah",1055,4.477,NA,-1.073,15.481,3.569,3.376
"Alabama","Fayette",1057,NA,NA,NA,15.045,NA,2.532
"Alabama","Franklin",1059,1.43,NA,-0.804,16.39,NA,4.574
"Alabama","Geneva",1061,9.519,NA,-2.117,14.994,NA,2.269
"Alabama","Greene",1063,8.768,NA,NA,NA,-1.029,2.152
"Alabama","Hale",1065,12.88,NA,NA,35.183,NA,1.054
"Alabama","Henry",1067,3.657,NA,NA,8.824,NA,1.414
"Alabama","Houston",1069,7.477,NA,-1.257,17.897,20.003,2.048
"Alabama","Jackson",1071,9.958,NA,0.221,10.855,NA,3.73
"Alabama","Jefferson",1073,6.627,5.129,-1.078,10.585,4.036,2.427
"Alabama","Lamar",1075,14.751,NA,NA,NA,NA,2.6
"Alabama","Lauderdale",1077,1.968,NA,-0.99,11.076,NA,2.374
"Alabama","Lawrence",1079,5.674,NA,-0.3,9.736,NA,0.778
"Alabama","Lee",1081,8.395,NA,-1.276,11.482,NA,3.306
"Alabama","Limestone",1083,2.262,9.997,-1.089,13.892,NA,4.002
"Alabama","Lowndes",1085,NA,NA,NA,NA,13.295,4.167
"Alabama","Macon",1087,3.529,NA,-6.145,29.352,-4.071,NA
"Alabama","Madison",1089,4.238,-0.807,-0.026,6.28,14.193,2.003
"Alabama","Marengo",1091,12.668,NA,2.362,30.659,NA,NA
"Alabama","Marion",1093,13.214,NA,NA,17.335,NA,-2.533
"Alabama","Marshall",1095,2.655,0.054,-0.177,13.795,NA,-0.666
"Alabama","Mobile",1097,6.272,3.24,1.028,13.542,10.302,-7.732
"Alabama","Monroe",1099,-11.114,NA,-0.959,11.365,NA,NA
"Alabama","Montgomery",1101,9.19,16.302,-1.591,15.428,19.838,2.341
"Alabama","Morgan",1103,4.119,33.79,-0.341,10.949,12.805,2.668
"Alabama","Perry",1105,NA,NA,NA,NA,NA,-1.639
"Alabama","Pickens",1107,-10.032,NA,-1.937,17.235,NA,NA
"Alabama","Pike",1109,-4.015,NA,-0.804,17.557,NA,2.191
"Alabama","Randolph",1111,7.242,NA,0,15.412,NA,NA
"Alabama","Russell",1113,13.955,NA,-1.657,19.022,NA,1.013
"Alabama","Shelby",1117,0.06,21.594,-1.257,7.699,NA,2.483
"Alabama","St. Clair",1115,-0.484,NA,-0.976,17.237,4.599,3.615
"Alabama","Sumter",1119,2.13,NA,1.585,NA,NA,NA
"Alabama","Talladega",1121,-2.733,NA,-1.314,21.336,9.998,1.593
"Alabama","Tallapoosa",1123,8.97,NA,0.225,18.022,NA,1.621
"Alabama","Tuscaloosa",1125,7.671,14.002,-1.508,16.074,10.98,2.691
"Alabama","Walker",1127,3.462,NA,-1.723,14.005,14.943,6.297
"Alabama","Washington",1129,16.18,NA,NA,NA,NA,3.825
"Alabama","Wilcox",1131,NA,NA,NA,NA,NA,-1.961
"Alabama","Winston",1133,-2.51,NA,NA,17.734,NA,1.733
"Alaska","Anchorage",2020,7.712,15.653,-1.024,10.181,10.423,3.036
"Alaska","Bethel",2050,NA,NA,NA,NA,NA,2.781
"Alaska","Fairbanks North Star",2090,4.748,NA,-0.708,11.123,12.634,3.242
"Alaska","Juneau",2110,3.592,NA,0.009,2.448,-0.001,0.881
"Alaska","Kenai Peninsula Borough",2122,0.003,NA,-1.252,7.214,NA,3.171
"Alaska","Ketchikan Gateway",2130,NA,NA,3.529,2.777,NA,NA
"Alaska","Kodiak Island",2150,NA,NA,NA,8.069,NA,4.472
"Alaska","Matanuska-Susitna",2170,4.929,NA,-1.472,13.037,NA,2.864
"Alaska","North Slope",2185,NA,NA,NA,NA,NA,-7.579
"Alaska","Sitka",2220,NA,NA,-4.542,NA,NA,NA
"Alaska","Southeast Fairbanks",2240,NA,NA,NA,NA,NA,NA
"Alaska","Valdez-Cordova",2261,NA,NA,15.102,NA,NA,NA
"Arizona","Apache",4001,15.653,20,-2.047,17.884,6.664,2.994
"Arizona","Cochise",4003,1.843,11.792,-0.968,8.857,1.897,2.844
"Arizona","Coconino",4005,15.076,39.557,-2.134,14.124,10.363,3.101
"Arizona","Gila",4007,26.011,32.585,-1.434,18.116,NA,0.963
"Arizona","Graham",4009,12.935,NA,-0.394,16.057,NA,-2.419
"Arizona","Greenlee",4011,12.122,NA,NA,NA,NA,2.819
"Arizona","La Paz",4012,-12.661,-8.333,NA,-9.751,-3.706,-1.078
"Arizona","Maricopa",4013,2.228,17.891,-0.82,7.302,7.08,2.066
"Arizona","Mohave",4015,7.827,-2.093,-0.572,11.846,9.512,1.307
"Arizona","Navajo",4017,14.434,30.385,-1.7,16.78,5.534,-0.703
"Arizona","Pima",4019,11.303,15.126,-0.845,8.429,5.478,0.815
"Arizona","Pinal",4021,-2.029,10.281,-1.077,20.621,7.538,1.256
"Arizona","Santa Cruz",4023,3.297,21.313,-1.647,7.607,28.57,0.635
"Arizona","Yavapai",4025,11.942,23.728,-1.026,11.507,10.054,2.614
"Arizona","Yuma",4027,4.047,14.044,-1.086,8.812,5.669,1.43
"Arkansas","Arkansas",5001,18.239,NA,NA,11.22,NA,2.308
"Arkansas","Ashley",5003,9.474,NA,NA,12.051,NA,9.176
"Arkansas","Baxter",5005,5.357,NA,-1.014,18.487,NA,4.744
"Arkansas","Benton",5007,4.657,46.233,-1.162,12.717,4.257,2.697
"Arkansas","Boone",5009,5.473,NA,-0.636,15.925,NA,1.17
"Arkansas","Bradley",5011,4.255,NA,NA,31.147,NA,-1.611
"Arkansas","Carroll",5015,-3.597,NA,0.714,18.272,NA,6.104
"Arkansas","Chicot",5017,4.348,NA,NA,NA,NA,7.407
"Arkansas","Clark",5019,-1.449,NA,NA,21.07,10.571,0.669
"Arkansas","Clay",5021,NA,NA,NA,10.787,NA,-2.936
"Arkansas","Cleburne",5023,27.957,NA,NA,5.929,NA,1.725
"Arkansas","Cleveland",5025,NA,NA,NA,NA,NA,NA
"Arkansas","Columbia",5027,-25.132,NA,NA,28.748,NA,2.719
"Arkansas","Conway",5029,-0.005,NA,4.134,19.833,NA,3.948
"Arkansas","Craighead",5031,9.62,NA,-1.446,21.776,19.118,0.352
"Arkansas","Crawford",5033,9.181,NA,-1.758,16.791,6.556,3.174
"Arkansas","Crittenden",5035,15.231,NA,-3.481,27.537,6.932,1.404
"Arkansas","Cross",5037,-3.175,NA,2.541,16.923,NA,NA
"Arkansas","Dallas",5039,NA,NA,NA,46.577,NA,NA
"Arkansas","Desha",5041,28.066,NA,-3.077,22.016,NA,NA
"Arkansas","Drew",5043,10.892,NA,NA,20.928,NA,0.005
"Arkansas","Faulkner",5045,1.722,NA,-1.525,16.812,NA,3.762
"Arkansas","Franklin",5047,2.858,NA,NA,9.602,0.001,2.367
"Arkansas","Fulton",5049,NA,NA,5.406,NA,NA,NA
"Arkansas","Garland",5051,7.237,41.432,-1.929,17.057,NA,2.693
"Arkansas","Grant",5053,NA,NA,3.792,1.325,NA,NA
"Arkansas","Greene",5055,8.15,NA,-1.753,25.798,NA,1.084
"Arkansas","Hempstead",5057,5.603,NA,1.227,15.502,NA,NA
"Arkansas","Hot Spring",5059,10.406,NA,-1.463,15.97,-61.364,4.531
"Arkansas","Howard",5061,1.886,NA,NA,20.123,NA,4.795
"Arkansas","Independence",5063,10.126,NA,0.123,13.376,NA,-0.656
"Arkansas","Izard",5065,14.284,NA,NA,NA,NA,4.003
"Arkansas","Jackson",5067,10.416,NA,NA,17.24,NA,3.16
"Arkansas","Jefferson",5069,8.273,NA,-2.81,23.733,7.163,2.232
"Arkansas","Johnson",5071,7.529,NA,-2.406,11.637,NA,1.877
"Arkansas","Lawrence",5075,7.062,NA,NA,17.036,NA,-0.921
"Arkansas","Lincoln",5079,NA,NA,NA,NA,NA,10.346
"Arkansas","Little River",5081,21.875,NA,NA,23.806,NA,-1.328
"Arkansas","Logan",5083,12.355,NA,NA,17.494,NA,2.994
"Arkansas","Lonoke",5085,9.845,NA,-2.325,15.488,NA,2.025
"Arkansas","Madison",5087,22.536,NA,NA,22.41,NA,2.363
"Arkansas","Marion",5089,-1.474,NA,NA,15.312,NA,-1.787
"Arkansas","Miller",5091,16.011,NA,-1.495,28.573,12.992,-0.879
"Arkansas","Mississippi",5093,7.185,NA,-1.986,21.352,7.37,-0.372
"Arkansas","Monroe",5095,3.815,NA,NA,25.859,NA,-8.465
"Arkansas","Montgomery",5097,NA,NA,1.958,NA,NA,NA
"Arkansas","Nevada",5099,NA,NA,NA,NA,1.47,0
"Arkansas","Newton",5101,NA,NA,NA,NA,NA,NA
"Arkansas","Ouachita",5103,-5.627,NA,NA,18.169,NA,1.219
"Arkansas","Perry",5105,NA,NA,7.382,NA,NA,NA
"Arkansas","Phillips",5107,7.676,NA,NA,19.309,NA,-3.719
"Arkansas","Pike",5109,13.291,NA,4.672,32.016,NA,NA
"Arkansas","Poinsett",5111,8.972,NA,NA,12.627,NA,-0.021
"Arkansas","Polk",5113,8.224,NA,2.722,17.28,NA,NA
"Arkansas","Pope",5115,3.322,NA,-1.283,17.42,7.739,1.222
"Arkansas","Prairie",5117,NA,NA,5.575,NA,NA,NA
"Arkansas","Pulaski",5119,8.625,41.597,-2.216,16.132,-0.788,1.867
"Arkansas","Randolph",5121,8.992,NA,-2.343,2.419,NA,NA
"Arkansas","Saline",5125,3.552,NA,-1.589,16.205,-10.971,2.154
"Arkansas","Scott",5127,NA,NA,7.004,13.879,NA,NA
"Arkansas","Searcy",5129,NA,NA,NA,NA,NA,2.251
"Arkansas","Sebastian",5131,10.061,51.674,-1.617,16.683,12.253,1.8
"Arkansas","Sevier",5133,17.298,NA,NA,20.67,NA,-2.363
"Arkansas","Sharp",5135,19.456,NA,NA,17.091,NA,-0.838
"Arkansas","St. Francis",5123,17.919,NA,NA,23.718,2.285,9.867
"Arkansas","Stone",5137,NA,NA,NA,11.064,NA,-1.472
"Arkansas","Union",5139,8.508,NA,-1.005,15.831,NA,2.194
"Arkansas","Van Buren",5141,NA,NA,NA,16.856,NA,4.866
"Arkansas","Washington",5143,6.019,51.842,-1.386,12.182,7.798,2.411
"Arkansas","White",5145,4.279,NA,-1.941,19.512,4.86,4.017
"Arkansas","Yell",5149,4.363,NA,NA,13.743,NA,1.274
"California","Alameda",6001,4.249,23.082,-0.798,3.683,3.932,1.563
"California","Amador",6005,6.999,NA,-1.843,10.362,NA,2.597
"California","Butte",6007,7.915,35.802,-1.924,8.927,-0.998,3.045
"California","Calaveras",6009,18.491,NA,-0.873,5.844,NA,1.414
"California","Colusa",6011,3.75,NA,NA,9.794,3.962,2.899
"California","Contra Costa",6013,5.551,22.867,-0.753,3.44,3.502,2.426
"California","Del Norte",6015,1.46,NA,NA,21.258,NA,1.059
"California","El Dorado",6017,-10.548,36.064,-1.071,7.955,8.696,2.832
"California","Fresno",6019,4.494,19.408,-1.198,10.044,10.091,1.526
"California","Glenn",6021,4.515,NA,-1.291,8.853,-6.316,1.759
"California","Humboldt",6023,3.151,16.854,-0.069,4.629,-13.759,2.204
"California","Imperial",6025,-1.808,11.692,-1.9,9.478,25.397,3.348
"California","Inyo",6027,-6.836,22.001,NA,10.852,NA,-1.472
"California","Kern",6029,7.22,21.101,-0.922,14.089,5.213,2.046
"California","Kings",6031,4.631,25.676,-0.838,12.026,1.505,0.381
"California","Lake",6033,11.881,43.744,0.006,8.03,-2.04,-0.189
"California","Lassen",6035,7.084,NA,NA,10.512,NA,7.893
"California","Los Angeles",6037,1.931,13.75,-0.68,3.212,3.216,2.286
"California","Madera",6039,-6.445,39.745,-0.721,6.474,40.606,0.951
"California","Marin",6041,0.347,19.139,-0.394,2.326,2.417,0.793
"California","Mariposa",6043,18.391,29.413,NA,20.881,NA,3.814
"California","Mendocino",6045,0.23,15.833,-1.34,11.176,NA,3.317
"California","Merced",6047,4.089,61.008,-1.676,10.679,8.213,2.611
"California","Modoc",6049,6.525,NA,-1.612,NA,NA,NA
"California","Mono",6051,2.001,NA,NA,8.651,NA,-8.988
"California","Monterey",6053,6.292,25.215,-1.064,6.72,8.513,2.319
"California","Napa",6055,10.341,31.887,-1.092,4.28,NA,0.562
"California","Nevada",6057,1.747,32.741,-0.863,3.24,-41.559,2.679
"California","Orange",6059,2.019,9.481,-0.394,2.999,2.654,2.449
"California","Placer",6061,9.772,36.003,-0.88,4.828,28.213,1.895
"California","Plumas",6063,10.836,NA,NA,6.12,NA,6.723
"California","Riverside",6065,3.764,7.101,-1.187,6.361,6.336,2.001
"California","Sacramento",6067,2.602,29.308,-0.994,6.506,4.508,1.489
"California","San Benito",6069,2.559,NA,-0.747,6.235,NA,2.967
"California","San Bernardino",6071,1.614,15.248,-1.295,7.153,3.45,1.27
"California","San Diego",6073,1.405,9.915,-0.809,3.328,2.128,2.935
"California","San Francisco",6075,3.311,20.273,-0.507,5.272,3.552,0.703
"California","San Joaquin",6077,5.843,30.92,-1.538,11.751,10.065,2.158
"California","San Luis Obispo",6079,4.869,18.222,-0.346,4.56,7.371,0.804
"California","San Mateo",6081,7.034,22.796,-0.773,2.302,2.496,1.38
"California","Santa Barbara",6083,1.38,15.321,-0.538,3.751,3.271,0.758
"California","Santa Clara",6085,4.917,23.562,-0.582,3.808,1.55,2.388
"California","Santa Cruz",6087,4.625,31.414,-0.397,4.795,0.876,0.88
"California","Shasta",6089,7.048,35.623,-1.442,8.535,3.232,2.567
"California","Siskiyou",6093,11.205,36.558,-1.193,19.101,27.373,3.762
"California","Solano",6095,2.804,21.363,-1.151,6.289,9.162,2.199
"California","Sonoma",6097,7.343,29.198,-1.232,2.826,4.825,2.015
"California","Stanislaus",6099,3.124,24.876,-0.969,7.952,5.788,1.672
"California","Sutter",6101,5.88,NA,-0.536,10.594,NA,-0.568
"California","Tehama",6103,9.21,NA,-1.22,11.373,7.017,0.559
"California","Trinity",6105,-8.058,NA,NA,12.148,NA,-1.146
"California","Tulare",6107,6.351,37.333,-0.989,7.649,14.706,1.603
"California","Tuolumne",6109,5.509,19.189,-0.986,5.127,NA,4.662
"California","Ventura",6111,-6.157,3.221,-0.437,3.539,2.858,1.507
"California","Yolo",6113,3.276,30.443,-0.804,5.792,8.943,1.479
"California","Yuba",6115,7.921,46.369,-1.701,11.602,13.433,1.248
"Colorado","Adams",8001,8.488,16.442,-1.08,5.147,-0.711,3.035
"Colorado","Alamosa",8003,16.56,NA,NA,9.768,NA,1.746
"Colorado","Arapahoe",8005,0.933,18.476,-1.037,7.172,11.126,3.179
"Colorado","Archuleta",8007,16.128,NA,NA,9.139,NA,-0.001
"Colorado","Bent",8011,NA,NA,NA,NA,NA,NA
"Colorado","Boulder",8013,3.61,5.011,-0.699,3.199,1.215,2.327
"Colorado","Broomfield",8014,5.085,4.546,-0.368,5.057,11.764,2.367
"Colorado","Chaffee",8015,2.882,NA,NA,4.026,NA,0.001
"Colorado","Clear Creek",8019,3.704,NA,NA,2.976,NA,5.433
"Colorado","Conejos",8021,NA,NA,6.781,NA,NA,NA
"Colorado","Delta",8029,5.378,NA,0.053,14.972,NA,2.131
"Colorado","Denver",8031,6.67,21.423,-0.801,2.979,-1.297,2.048
"Colorado","Douglas",8035,1.312,14.472,-0.548,5.297,-2.501,1.601
"Colorado","Eagle",8037,6.805,9.089,-1.62,10.915,-3.752,2.504
"Colorado","El Paso",8041,8.252,17.534,-1.278,10.585,4.433,2.552
"Colorado","Elbert",8039,2.174,NA,-0.97,10.603,NA,7.203
"Colorado","Fremont",8043,6.155,NA,-2.006,16.791,NA,0.974
"Colorado","Garfield",8045,4.862,15.384,-1.883,10.906,6.782,6.039
"Colorado","Gilpin",8047,NA,NA,NA,NA,NA,3.336
"Colorado","Grand",8049,4.67,-6.664,NA,10.739,3.267,NA
"Colorado","Gunnison",8051,-1.315,NA,NA,3.101,NA,-2.438
"Colorado","Huerfano",8055,21.053,NA,4.163,16.539,NA,NA
"Colorado","Jefferson",8059,0.27,2.114,-0.566,6.46,6.905,1.927
"Colorado","Kit Carson",8063,-2.271,NA,-1.542,7.467,NA,15.942
"Colorado","La Plata",8067,7.107,NA,-0.688,7.973,NA,1.383
"Colorado","Lake",8065,1.887,NA,NA,15.68,NA,-2.871
"Colorado","Larimer",8069,7.669,11.008,-0.623,7.356,8.222,0.749
"Colorado","Las Animas",8071,15.555,NA,NA,17.13,NA,1.623
"Colorado","Lincoln",8073,6.382,NA,NA,15.967,11.114,NA
"Colorado","Logan",8075,2.857,NA,NA,4.66,NA,4.389
"Colorado","Mesa",8077,9.516,50.826,-1.889,12.804,10.998,2.998
"Colorado","Moffat",8081,-4.954,NA,NA,8.9,NA,4.287
"Colorado","Montezuma",8083,28.455,NA,-1.24,18.822,NA,1.461
"Colorado","Montrose",8085,4.596,NA,-1.277,12.071,NA,2.481
"Colorado","Morgan",8087,2.039,NA,0.156,12.206,14.132,4.745
"Colorado","Otero",8089,19.827,NA,NA,18.795,NA,-0.593
"Colorado","Ouray",8091,NA,NA,NA,NA,NA,NA
"Colorado","Park",8093,-11.997,NA,NA,-11.318,NA,-3.293
"Colorado","Pitkin",8097,6.702,NA,NA,6.708,4.416,2.007
"Colorado","Prowers",8099,15.603,NA,4.208,35.83,NA,7.98
"Colorado","Pueblo",8101,9.818,13.975,-1.394,13.536,8.581,2.91
