"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,50.993,NA,-1.731,8.044,NA,2.51
"Alabama","Baldwin",1003,38.476,105.262,-0.353,14.838,19.171,-3.448
"Alabama","Barbour",1005,4.908,NA,NA,24.234,NA,3.899
"Alabama","Bibb",1007,26.284,NA,NA,12.764,NA,10.739
"Alabama","Blount",1009,28.409,NA,0.586,6.499,NA,1.117
"Alabama","Bullock",1011,25,NA,NA,3.393,NA,-3.172
"Alabama","Butler",1013,22.143,NA,NA,12.308,NA,-0.002
"Alabama","Calhoun",1015,28.988,NA,0.923,6.15,NA,-2.671
"Alabama","Chambers",1017,28.163,NA,-1.705,14.336,NA,1.275
"Alabama","Cherokee",1019,19.782,NA,NA,10.337,NA,-0.556
"Alabama","Chilton",1021,35.517,NA,-0.353,4.061,14.38,3.73
"Alabama","Choctaw",1023,12.822,NA,NA,17.306,NA,1.639
"Alabama","Clarke",1025,15.505,NA,NA,14.248,NA,-0.003
"Alabama","Clay",1027,22.408,NA,6.894,-1.252,NA,NA
"Alabama","Cleburne",1029,47.143,NA,NA,-6.893,7.149,-1.917
"Alabama","Coffee",1031,27.323,NA,-1.997,14.522,NA,1.729
"Alabama","Colbert",1033,36.367,-16.275,0.619,10.628,16.51,-0.239
"Alabama","Conecuh",1035,49.163,NA,7.576,10.1,NA,11.395
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,1.235
"Alabama","Covington",1039,22.623,NA,-2.038,17.939,NA,-0.835
"Alabama","Crenshaw",1041,31.999,NA,NA,2.272,NA,-7.767
"Alabama","Cullman",1043,38.904,15.872,0.483,3.593,12.195,0.812
"Alabama","Dale",1045,32.818,NA,-2.867,11.003,-3.39,0.864
"Alabama","Dallas",1047,24.084,NA,0.152,9.396,NA,-1.298
"Alabama","DeKalb",1049,30.84,NA,-1.196,9.249,NA,1.354
"Alabama","Elmore",1051,37.553,37.503,-0.853,9.524,NA,1.653
"Alabama","Escambia",1053,31.223,NA,-1.257,9.902,NA,1.245
"Alabama","Etowah",1055,27.7,NA,0.335,4.363,-5.816,-1.333
"Alabama","Fayette",1057,NA,NA,NA,7.248,NA,0
"Alabama","Franklin",1059,27.743,NA,-0.542,16.754,NA,3.09
"Alabama","Geneva",1061,24.038,NA,NA,11.348,NA,-1.418
"Alabama","Greene",1063,16.662,NA,NA,6.381,7.421,2.218
"Alabama","Hale",1065,18.606,NA,NA,1.469,NA,-5.433
"Alabama","Henry",1067,20.875,NA,NA,4.92,NA,-1.585
"Alabama","Houston",1069,29.39,NA,-2.229,7.622,12.99,-0.864
"Alabama","Jackson",1071,27.052,NA,-0.078,3.457,NA,3.465
"Alabama","Jefferson",1073,35.931,-0.934,1.563,0.192,-5.939,-1.623
"Alabama","Lamar",1075,30.4,NA,NA,-3.997,NA,0.001
"Alabama","Lauderdale",1077,29.142,NA,-0.202,9.492,NA,0.441
"Alabama","Lawrence",1079,27.436,NA,-0.585,11.938,NA,1.244
"Alabama","Lee",1081,27.66,NA,0.659,-3.376,NA,-9.13
"Alabama","Limestone",1083,37.052,24.319,1.284,7.746,NA,-1.04
"Alabama","Lowndes",1085,NA,NA,NA,NA,9.471,0.001
"Alabama","Macon",1087,25.474,NA,4.2,9.245,-2.931,NA
"Alabama","Madison",1089,42.096,12.565,0.933,2.07,-1.435,0.211
"Alabama","Marengo",1091,24.486,NA,0,15.418,NA,NA
"Alabama","Marion",1093,28.024,NA,NA,8.848,NA,2.131
"Alabama","Marshall",1095,35.318,38.092,0.077,9.025,NA,-0.827
"Alabama","Mobile",1097,25.768,42.717,0.684,7.04,6.181,-6.225
"Alabama","Monroe",1099,30.115,NA,0.002,9.135,NA,NA
"Alabama","Montgomery",1101,35.567,17.705,-0.255,4.932,-5.14,-0.69
"Alabama","Morgan",1103,38.472,12.177,0.292,6.7,11.475,-0.084
"Alabama","Perry",1105,15.987,NA,NA,NA,NA,-6.833
"Alabama","Pickens",1107,27.687,NA,-1.067,15.837,NA,NA
"Alabama","Pike",1109,12.013,NA,NA,5.264,NA,-14.542
"Alabama","Randolph",1111,12.527,NA,2.631,2.808,NA,NA
"Alabama","Russell",1113,28.407,NA,-2.152,15.663,NA,1.267
"Alabama","Shelby",1117,37.957,31.039,2.812,7.184,NA,-5.447
"Alabama","St. Clair",1115,29.117,NA,0.521,11.79,3.395,0.989
"Alabama","Sumter",1119,21.059,NA,1.722,3.319,NA,NA
"Alabama","Talladega",1121,22.751,-3.465,0.212,8.145,7.175,-2.088
"Alabama","Tallapoosa",1123,27.743,NA,-0.127,6.375,NA,2.357
"Alabama","Tuscaloosa",1125,31.319,5.254,-0.535,7.84,11.903,-1.331
"Alabama","Walker",1127,24.018,NA,-0.109,9.004,18.283,3.995
"Alabama","Washington",1129,19.517,NA,NA,NA,NA,-5.499
"Alabama","Wilcox",1131,NA,NA,NA,NA,NA,-4.167
"Alabama","Winston",1133,27.234,NA,NA,7.545,NA,1.185
"Alaska","Anchorage",2020,19.601,6.3,3.906,4.232,-3.082,-10.31
"Alaska","Bethel",2050,10.205,NA,NA,NA,NA,-5.794
"Alaska","Fairbanks North Star",2090,19.756,NA,2.642,11.863,-4.997,-6.396
"Alaska","Juneau",2110,15.025,NA,NA,13.058,9.615,-5.046
"Alaska","Kenai Peninsula Borough",2122,15.328,NA,2.681,4.306,NA,-15.389
"Alaska","Ketchikan Gateway",2130,NA,NA,-3.572,14.166,NA,NA
"Alaska","Kodiak Island",2150,NA,NA,NA,-14.629,NA,10.932
"Alaska","Matanuska-Susitna",2170,20.035,NA,2.793,11.924,NA,-17.506
"Alaska","North Slope",2185,NA,NA,NA,NA,NA,-46.973
"Alaska","Sitka",2220,NA,NA,NA,NA,NA,NA
"Alaska","Southeast Fairbanks",2240,NA,NA,NA,NA,NA,NA
"Alaska","Valdez-Cordova",2261,NA,NA,0.007,NA,NA,NA
"Arizona","Apache",4001,29.337,28.572,1.54,11.186,18.516,-6.791
"Arizona","Cochise",4003,15.041,14.415,0.592,4.227,1.075,-1.437
"Arizona","Coconino",4005,32.241,31.937,0.941,9.139,12.207,-0.696
"Arizona","Gila",4007,29.854,12.613,2.467,4.029,NA,-9.039
"Arizona","Graham",4009,33.937,NA,-0.623,-1.954,NA,-3.197
