"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,0.764,NA,NA,0.173,NA,-4.051
"Alabama","Baldwin",1003,8.102,-12.462,2.036,8.304,7.464,-2.674
"Alabama","Barbour",1005,-3.907,NA,NA,-2.546,NA,-7.578
"Alabama","Bibb",1007,-1.868,NA,NA,-2.741,NA,-3.332
"Alabama","Blount",1009,6.533,NA,NA,0.824,NA,0
"Alabama","Bullock",1011,-6.248,NA,NA,NA,NA,NA
"Alabama","Butler",1013,-9.783,NA,NA,2.347,NA,-8.001
"Alabama","Calhoun",1015,-1.552,NA,0.013,0.605,NA,1.76
"Alabama","Chambers",1017,-3.061,NA,NA,-4.042,NA,-2.855
"Alabama","Cherokee",1019,3.151,NA,NA,-2.338,NA,2.862
"Alabama","Chilton",1021,0,NA,NA,-0.973,14.545,-0.752
"Alabama","Choctaw",1023,-14.518,NA,NA,NA,NA,NA
"Alabama","Clarke",1025,-34.72,NA,NA,-6.853,NA,-1.962
"Alabama","Clay",1027,-6.127,NA,NA,NA,NA,NA
"Alabama","Cleburne",1029,-3.278,NA,NA,NA,-2.271,NA
"Alabama","Coffee",1031,-11.071,NA,NA,-10.225,NA,-4.649
"Alabama","Colbert",1033,3.991,NA,NA,7.793,4.051,1.189
"Alabama","Conecuh",1035,-8.169,NA,NA,7.013,NA,8.525
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,NA
"Alabama","Covington",1039,-9.607,NA,NA,-6.644,NA,-2.889
"Alabama","Crenshaw",1041,8.331,NA,NA,3.776,NA,NA
"Alabama","Cullman",1043,0.759,8.069,0.477,-0.9,-1.115,0
"Alabama","Dale",1045,-5.885,NA,NA,-10.924,-4.347,-4.79
"Alabama","Dallas",1047,-9.654,NA,NA,-10.816,NA,-4.212
"Alabama","DeKalb",1049,-0.296,NA,NA,4.226,NA,-6.114
"Alabama","Elmore",1051,0.457,1.888,1.176,-0.215,NA,-4.367
"Alabama","Escambia",1053,-9.735,NA,NA,0.88,NA,-1.982
"Alabama","Etowah",1055,0.511,NA,0.531,1.169,-7.269,0
"Alabama","Fayette",1057,NA,NA,NA,-9.782,NA,NA
"Alabama","Franklin",1059,3.647,NA,NA,-4.944,NA,2.822
"Alabama","Geneva",1061,-9.788,NA,NA,-7.289,NA,-10.977
"Alabama","Greene",1063,-7.275,NA,NA,NA,12.633,NA
"Alabama","Hale",1065,-30.138,NA,NA,NA,NA,NA
"Alabama","Henry",1067,-2.7,NA,NA,-4.48,NA,2.218
"Alabama","Houston",1069,-9.714,NA,2.116,-9.338,-6.779,-5.865
"Alabama","Jackson",1071,5.34,NA,NA,6.059,NA,0.739
"Alabama","Jefferson",1073,-2.613,12.086,0.107,1.673,-1.888,-1.371
"Alabama","Lamar",1075,-1.693,NA,NA,NA,NA,NA
"Alabama","Lauderdale",1077,-5.576,NA,0.457,1.196,NA,1.827
"Alabama","Lawrence",1079,-3.224,NA,NA,9.343,NA,5.712
"Alabama","Lee",1081,-2.855,NA,0.974,-0.39,NA,-2.096
"Alabama","Limestone",1083,-3.748,14.28,-0.941,2.176,NA,0
"Alabama","Lowndes",1085,NA,NA,NA,NA,10.205,NA
"Alabama","Macon",1087,-3.527,NA,9.337,0,-8.463,NA
"Alabama","Madison",1089,-3.09,9.941,-0.538,1.276,-7.056,0.941
"Alabama","Marengo",1091,1.277,NA,3.829,-5.376,NA,NA
"Alabama","Marion",1093,-4.366,NA,NA,2.351,NA,1.411
"Alabama","Marshall",1095,2.89,18.614,-0.067,0.941,NA,-1.612
"Alabama","Mobile",1097,-1.008,-17.061,1.814,-0.336,-1.277,-3.562
"Alabama","Monroe",1099,-14.717,NA,NA,-6.451,NA,NA
"Alabama","Montgomery",1101,-1.008,-16.121,1.142,-2.888,-30.844,-4.301
"Alabama","Morgan",1103,6.518,2.083,-0.336,2.083,8.06,1.881
"Alabama","Perry",1105,NA,NA,NA,NA,NA,NA
"Alabama","Pickens",1107,4.368,NA,NA,-9.878,NA,NA
"Alabama","Pike",1109,-7.792,NA,NA,-2.821,NA,-1.142
"Alabama","Randolph",1111,-13.171,NA,-12.091,-9.072,NA,NA
"Alabama","Russell",1113,-7.926,NA,0.672,-4.568,NA,-3.763
"Alabama","Shelby",1117,-0.403,-14.649,0.672,-3.024,NA,0.403
"Alabama","St. Clair",1115,-8.732,NA,0.403,7.859,10.55,0.403
"Alabama","Sumter",1119,-2.218,NA,NA,NA,NA,NA
"Alabama","Talladega",1121,-9.811,-4.973,0.202,-5.645,7.254,-4.165
"Alabama","Tallapoosa",1123,-1.343,NA,NA,-5.508,NA,-2.821
