"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67290","US","United States","Alabama","Baldwin","2020-03-12",15,28,65,17,3,-2,1003
"68142","US","United States","Alabama","Colbert","2020-03-12",11,16,-16,19,3,-2,1033
"68410","US","United States","Alabama","Cullman","2020-03-12",9,28,33,15,3,-1,1043
"69264","US","United States","Alabama","Jefferson","2020-03-12",8,26,44,-3,1,-1,1073
"69719","US","United States","Alabama","Madison","2020-03-12",7,31,27,4,2,0,1089
"69947","US","United States","Alabama","Mobile","2020-03-12",13,21,41,9,0,-1,1097
"70061","US","United States","Alabama","Montgomery","2020-03-12",13,22,39,18,2,-1,1101
"70118","US","United States","Alabama","Morgan","2020-03-12",9,29,62,14,2,-1,1103
"70730","US","United States","Alabama","Tuscaloosa","2020-03-12",14,24,48,12,1,-1,1125
"71058","US","United States","Alaska","Anchorage","2020-03-12",10,24,10,-3,-9,3,2020
"71662","US","United States","Arizona","Apache","2020-03-12",15,29,49,19,-7,1,4001
"71719","US","United States","Arizona","Cochise","2020-03-12",8,10,-13,-3,-5,1,4003
"71776","US","United States","Arizona","Coconino","2020-03-12",28,43,66,16,1,-1,4005
"72060","US","United States","Arizona","Maricopa","2020-03-12",5,15,-22,-9,-14,5,4013
"72117","US","United States","Arizona","Mohave","2020-03-12",1,8,-34,8,-9,3,4015
"72174","US","United States","Arizona","Navajo","2020-03-12",17,25,30,10,-3,0,4017
"72231","US","United States","Arizona","Pima","2020-03-12",5,18,-9,-5,-4,1,4019
"72288","US","United States","Arizona","Pinal","2020-03-12",13,7,-17,0,-12,3,4021
"72345","US","United States","Arizona","Santa Cruz","2020-03-12",0,7,0,13,-19,3,4023
"72402","US","United States","Arizona","Yavapai","2020-03-12",4,19,-5,4,-16,3,4025
"72459","US","United States","Arizona","Yuma","2020-03-12",9,21,-35,12,-4,4,4027
"72744","US","United States","Arkansas","Benton","2020-03-12",13,36,182,-14,1,-1,5007
"75586","US","United States","Arkansas","Pulaski","2020-03-12",11,45,38,-8,1,-1,5119
"75700","US","United States","Arkansas","Saline","2020-03-12",21,35,16,5,2,-1,5125
"76237","US","United States","Arkansas","Washington","2020-03-12",15,37,169,9,0,-2,5143
"76465","US","United States","California","Alameda","2020-03-12",-1,16,26,-25,-16,7,6001
"76579","US","United States","California","Butte","2020-03-12",6,14,32,-2,0,-1,6007
"76750","US","United States","California","Contra Costa","2020-03-12",4,20,27,-19,-6,3,6013
"76921","US","United States","California","Fresno","2020-03-12",7,19,11,2,0,0,6019
"77035","US","United States","California","Humboldt","2020-03-12",2,11,28,-24,1,0,6023
"77092","US","United States","California","Imperial","2020-03-12",2,8,-34,-21,-5,5,6025
"77206","US","United States","California","Kern","2020-03-12",10,22,10,3,1,0,6029
"77263","US","United States","California","Kings","2020-03-12",9,20,24,-8,-1,0,6031
"77320","US","United States","California","Lake","2020-03-12",3,17,47,-12,1,0,6033
"77434","US","United States","California","Los Angeles","2020-03-12",-8,12,-35,-19,-3,4,6037
"77491","US","United States","California","Madera","2020-03-12",8,4,51,22,-1,0,6039
"77548","US","United States","California","Marin","2020-03-12",0,21,20,-14,-9,4,6041
"77719","US","United States","California","Merced","2020-03-12",8,17,65,7,3,-1,6047
"77873","US","United States","California","Monterey","2020-03-12",9,21,25,6,1,0,6053
"77987","US","United States","California","Nevada","2020-03-12",5,14,51,-40,-1,1,6057
"78044","US","United States","California","Orange","2020-03-12",-5,10,-40,-21,-3,5,6059
"78101","US","United States","California","Placer","2020-03-12",1,22,35,15,-2,1,6061
"78215","US","United States","California","Riverside","2020-03-12",-6,7,-48,-11,-3,4,6065
"78272","US","United States","California","Sacramento","2020-03-12",2,18,34,-9,-4,1,6067
"78386","US","United States","California","San Bernardino","2020-03-12",-6,6,-29,-13,-3,3,6071
"78443","US","United States","California","San Diego","2020-03-12",-3,8,-31,-19,-4,4,6073
"78500","US","United States","California","San Francisco","2020-03-12",-17,16,-4,-35,-32,14,6075
"78557","US","United States","California","San Joaquin","2020-03-12",9,14,27,2,-3,0,6077
"78614","US","United States","California","San Luis Obispo","2020-03-12",2,16,13,-8,0,1,6079
"78671","US","United States","California","San Mateo","2020-03-12",-3,20,24,-32,-23,10,6081
"78728","US","United States","California","Santa Barbara","2020-03-12",2,21,-4,-5,-3,2,6083
"78785","US","United States","California","Santa Clara","2020-03-12",-4,16,42,-37,-27,11,6085
"78842","US","United States","California","Santa Cruz","2020-03-12",4,24,34,-11,-8,4,6087
"78899","US","United States","California","Shasta","2020-03-12",5,21,45,2,0,-1,6089
"79013","US","United States","California","Solano","2020-03-12",5,22,22,-2,0,1,6095
"79070","US","United States","California","Sonoma","2020-03-12",3,16,28,-5,-1,0,6097
"79127","US","United States","California","Stanislaus","2020-03-12",7,17,33,2,0,0,6099
"79354","US","United States","California","Tulare","2020-03-12",6,29,24,7,0,0,6107
"79468","US","United States","California","Ventura","2020-03-12",-4,13,-34,-11,-1,3,6111
"79525","US","United States","California","Yolo","2020-03-12",6,12,37,-3,-4,2,6113
"79582","US","United States","California","Yuba","2020-03-12",5,16,41,6,0,-1,6115
"79696","US","United States","Colorado","Adams","2020-03-12",6,31,5,0,0,0,8001
"79810","US","United States","Colorado","Arapahoe","2020-03-12",7,25,26,4,-1,1,8005
"79927","US","United States","Colorado","Boulder","2020-03-12",3,28,14,-12,-6,3,8013
"79984","US","United States","Colorado","Broomfield","2020-03-12",12,23,14,-12,-6,4,8014
"80249","US","United States","Colorado","Denver","2020-03-12",2,32,31,-18,-4,2,8031
"80306","US","United States","Colorado","Douglas","2020-03-12",8,35,32,-15,-3,2,8035
"80363","US","United States","Colorado","Eagle","2020-03-12",2,20,12,-7,-1,2,8037
"80420","US","United States","Colorado","El Paso","2020-03-12",10,25,50,-1,0,-1,8041
"80858","US","United States","Colorado","Jefferson","2020-03-12",9,18,14,2,-2,1,8059
"81087","US","United States","Colorado","Larimer","2020-03-12",6,30,12,-2,0,1,8069
"81315","US","United States","Colorado","Mesa","2020-03-12",13,26,81,11,-8,0,8077
"81834","US","United States","Colorado","Pueblo","2020-03-12",9,29,-51,14,1,-1,8101
"82208","US","United States","Colorado","Weld","2020-03-12",7,35,13,3,0,0,8123
"82378","US","United States","Connecticut","Fairfield","2020-03-12",1,34,7,-17,-8,4,9001
"82435","US","United States","Connecticut","Hartford","2020-03-12",6,36,10,-6,0,1,9003
"82549","US","United States","Connecticut","Middlesex","2020-03-12",10,32,16,-17,-1,1,9007
"82606","US","United States","Connecticut","New Haven","2020-03-12",8,35,9,-5,-2,1,9009
"82663","US","United States","Connecticut","New London","2020-03-12",5,26,12,-10,-1,0,9011
"82777","US","United States","Connecticut","Windham","2020-03-12",17,30,16,-17,3,0,9015
"82948","US","United States","Delaware","New Castle","2020-03-12",8,20,12,0,-3,1,10003
"83005","US","United States","Delaware","Sussex","2020-03-12",12,19,23,4,1,0,10005
"83176","US","United States","Florida","Alachua","2020-03-12",5,13,21,0,-1,1,12001
"83290","US","United States","Florida","Bay","2020-03-12",15,17,34,12,5,-1,12005
"83404","US","United States","Florida","Brevard","2020-03-12",8,12,28,24,0,0,12009
"83461","US","United States","Florida","Broward","2020-03-12",2,24,2,-10,0,1,12011
"83574","US","United States","Florida","Charlotte","2020-03-12",3,12,30,18,-3,0,12015
"83745","US","United States","Florida","Collier","2020-03-12",3,14,3,-2,-13,3,12021
"83973","US","United States","Florida","Duval","2020-03-12",5,9,37,1,-13,1,12031
"84030","US","United States","Florida","Escambia","2020-03-12",11,13,63,1,2,-1,12033
"84600","US","United States","Florida","Hernando","2020-03-12",7,17,21,-10,-1,0,12053
"84714","US","United States","Florida","Hillsborough","2020-03-12",5,15,10,-4,-1,1,12057
"84828","US","United States","Florida","Indian River","2020-03-12",5,18,25,4,0,0,12061
"85035","US","United States","Florida","Lake","2020-03-12",11,18,16,3,-1,-1,12069
"85092","US","United States","Florida","Lee","2020-03-12",5,15,11,1,-1,1,12071
"85149","US","United States","Florida","Leon","2020-03-12",7,13,20,-11,-1,0,12073
"85361","US","United States","Florida","Manatee","2020-03-12",6,15,31,4,0,0,12081
"85418","US","United States","Florida","Marion","2020-03-12",8,14,23,31,2,-1,12083
"85475","US","United States","Florida","Martin","2020-03-12",3,13,22,4,-2,1,12085
"85532","US","United States","Florida","Miami-Dade","2020-03-12",1,24,-3,-11,0,1,12086
"85589","US","United States","Florida","Monroe","2020-03-12",2,16,1,-4,-1,-1,12087
"85646","US","United States","Florida","Nassau","2020-03-12",12,15,30,5,-2,0,12089
"85703","US","United States","Florida","Okaloosa","2020-03-12",16,14,64,9,0,-1,12091
"85760","US","United States","Florida","Okeechobee","2020-03-12",10,10,9,-15,0,0,12093
"85817","US","United States","Florida","Orange","2020-03-12",3,13,16,-8,-3,0,12095
"85874","US","United States","Florida","Osceola","2020-03-12",9,20,10,-3,-2,0,12097
"85931","US","United States","Florida","Palm Beach","2020-03-12",3,19,6,-10,-1,1,12099
"85988","US","United States","Florida","Pasco","2020-03-12",9,11,10,12,0,0,12101
"86045","US","United States","Florida","Pinellas","2020-03-12",5,18,33,2,-1,0,12103
"86102","US","United States","Florida","Polk","2020-03-12",8,15,13,5,1,-1,12105
"86273","US","United States","Florida","Sarasota","2020-03-12",4,10,25,2,-7,2,12115
"86330","US","United States","Florida","Seminole","2020-03-12",6,23,24,-1,-2,0,12117
"86387","US","United States","Florida","St. Johns","2020-03-12",18,26,59,24,-4,0,12109
"86444","US","United States","Florida","St. Lucie","2020-03-12",7,25,15,5,1,0,12111
"86501","US","United States","Florida","Sumter","2020-03-12",6,19,-18,13,-8,0,12119
"86728","US","United States","Florida","Volusia","2020-03-12",27,24,61,19,-4,-1,12127
"86842","US","United States","Florida","Walton","2020-03-12",28,22,50,20,7,-2,12131
"87351","US","United States","Georgia","Bartow","2020-03-12",5,41,14,9,1,0,13015
"87522","US","United States","Georgia","Bibb","2020-03-12",9,14,22,27,1,-1,13021
"87977","US","United States","Georgia","Camden","2020-03-12",12,18,26,25,0,0,13039
"88260","US","United States","Georgia","Chatham","2020-03-12",10,19,49,6,0,-1,13051
"88487","US","United States","Georgia","Clarke","2020-03-12",-2,18,20,-10,-19,2,13059
"88544","US","United States","Georgia","Clayton","2020-03-12",14,22,13,-17,-1,-1,13063
"88622","US","United States","Georgia","Cobb","2020-03-12",7,47,19,10,-2,1,13067
"88793","US","United States","Georgia","Columbia","2020-03-12",9,17,41,8,0,-1,13073
"89235","US","United States","Georgia","DeKalb","2020-03-12",6,28,14,-6,-3,1,13089
"89463","US","United States","Georgia","Douglas","2020-03-12",15,38,17,6,-1,0,13097
"90088","US","United States","Georgia","Fulton","2020-03-12",2,21,8,-6,-6,2,13121
"90202","US","United States","Georgia","Glynn","2020-03-12",12,45,45,21,-1,-1,13127
"90430","US","United States","Georgia","Gwinnett","2020-03-12",8,37,34,-9,0,0,13135
"90648","US","United States","Georgia","Haralson","2020-03-12",24,29,16,5,0,-2,13143
"91814","US","United States","Georgia","Lowndes","2020-03-12",14,19,35,7,0,-1,13185
"92569","US","United States","Georgia","Muscogee","2020-03-12",12,20,48,-19,0,-1,13215
"93328","US","United States","Georgia","Richmond","2020-03-12",10,16,22,3,1,-1,13245
"94891","US","United States","Georgia","Whitfield","2020-03-12",10,20,-10,5,1,0,13313
"95221","US","United States","Hawaii","Hawaii","2020-03-12",0,3,12,-6,-3,1,15001
"95278","US","United States","Hawaii","Honolulu","2020-03-12",-2,5,-19,-12,-1,2,15003
"95335","US","United States","Hawaii","Kauai","2020-03-12",-1,1,-8,0,-1,0,15007
"95392","US","United States","Hawaii","Maui","2020-03-12",1,5,-3,-1,-2,1,15009
"95506","US","United States","Idaho","Ada","2020-03-12",7,26,82,-4,1,-1,16001
"95911","US","United States","Idaho","Bonneville","2020-03-12",11,41,49,4,1,-2,16019
"96021","US","United States","Idaho","Canyon","2020-03-12",9,21,56,7,2,-2,16027
"96669","US","United States","Idaho","Kootenai","2020-03-12",9,20,100,14,2,-1,16055
"97907","US","United States","Illinois","Champaign","2020-03-12",17,40,8,0,-3,1,17019
"98249","US","United States","Illinois","Cook","2020-03-12",6,30,18,-8,-2,1,17031
"98591","US","United States","Illinois","DuPage","2020-03-12",6,41,13,-13,-2,2,17043
"99724","US","United States","Illinois","Kane","2020-03-12",6,39,34,-5,0,0,17089
"99952","US","United States","Illinois","Lake","2020-03-12",8,50,22,-7,0,1,17097
"100408","US","United States","Illinois","Madison","2020-03-12",8,13,3,2,-2,2,17119
"100737","US","United States","Illinois","McHenry","2020-03-12",10,43,33,-11,0,1,17111
"100794","US","United States","Illinois","McLean","2020-03-12",4,46,-22,-6,-4,0,17113
"101228","US","United States","Illinois","Peoria","2020-03-12",10,35,11,5,1,0,17143
"101618","US","United States","Illinois","Rock Island","2020-03-12",1,24,2,-2,-3,1,17161
"101732","US","United States","Illinois","Sangamon","2020-03-12",7,41,17,0,0,1,17167
"101888","US","United States","Illinois","St. Clair","2020-03-12",7,31,0,-7,-1,1,17163
"102534","US","United States","Illinois","Will","2020-03-12",8,36,36,-5,0,0,17197
"102648","US","United States","Illinois","Winnebago","2020-03-12",8,26,15,4,1,0,17201
"102876","US","United States","Indiana","Allen","2020-03-12",5,18,38,3,0,0,18003
"103315","US","United States","Indiana","Clark","2020-03-12",2,32,19,1,1,2,18019
"105310","US","United States","Indiana","Lake","2020-03-12",11,24,49,6,1,0,18089
"105367","US","United States","Indiana","LaPorte","2020-03-12",14,22,46,7,1,-1,18091
"105538","US","United States","Indiana","Marion","2020-03-12",6,21,13,-5,-2,0,18097
"106358","US","United States","Indiana","Porter","2020-03-12",11,26,76,6,1,-1,18127
"106927","US","United States","Indiana","St. Joseph","2020-03-12",10,23,63,5,-1,1,18141
"108277","US","United States","Iowa","Black Hawk","2020-03-12",8,14,11,6,-1,0,19013
"109581","US","United States","Iowa","Dubuque","2020-03-12",5,31,-4,-40,-1,1,19061
"110699","US","United States","Iowa","Johnson","2020-03-12",2,6,25,13,-1,1,19103
"110967","US","United States","Iowa","Linn","2020-03-12",4,38,22,-3,-1,1,19113
"111988","US","United States","Iowa","Polk","2020-03-12",2,29,35,0,0,0,19153
"112199","US","United States","Iowa","Scott","2020-03-12",4,21,32,6,0,0,19163
"114005","US","United States","Kansas","Douglas","2020-03-12",7,20,33,-6,-17,3,20045
"114651","US","United States","Kansas","Johnson","2020-03-12",5,30,66,10,-1,1,20091
"115954","US","United States","Kansas","Sedgwick","2020-03-12",13,19,59,5,1,-2,20173
"116068","US","United States","Kansas","Shawnee","2020-03-12",10,22,80,39,-16,2,20177
"116450","US","United States","Kansas","Wyandotte","2020-03-12",9,28,47,11,1,-1,20209
"116928","US","United States","Kentucky","Boone","2020-03-12",4,27,13,-2,0,1,21015
"118144","US","United States","Kentucky","Fayette","2020-03-12",-2,23,12,-5,-1,2,21067
"119267","US","United States","Kentucky","Jefferson","2020-03-12",-2,26,-1,-3,-3,2,21111
"119437","US","United States","Kentucky","Kenton","2020-03-12",6,23,45,-3,-1,1,21117
"119621","US","United States","Kentucky","Laurel","2020-03-12",8,19,25,8,-10,3,21125
"122827","US","United States","Louisiana","Caddo","2020-03-12",13,29,58,4,0,-2,22017
"122884","US","United States","Louisiana","Calcasieu","2020-03-12",11,18,32,6,1,-1,22019
"123266","US","United States","Louisiana","East Baton Rouge","2020-03-12",10,24,27,5,1,-1,22033
"123777","US","United States","Louisiana","Jefferson","2020-03-12",7,33,46,-9,2,0,22051
"123890","US","United States","Louisiana","Lafayette","2020-03-12",10,20,41,2,1,-1,22055
"124289","US","United States","Louisiana","Orleans","2020-03-12",10,25,36,6,-2,1,22071
"125154","US","United States","Louisiana","St. Tammany","2020-03-12",9,32,21,8,1,0,22103
"126006","US","United States","Maine","Cumberland","2020-03-12",8,32,4,-1,1,0,23005
"126177","US","United States","Maine","Kennebec","2020-03-12",14,28,13,18,4,0,23011
"126405","US","United States","Maine","Penobscot","2020-03-12",11,36,25,21,3,0,23019
"126747","US","United States","Maine","York","2020-03-12",9,31,37,5,1,0,23031
"126918","US","United States","Maryland","Anne Arundel","2020-03-12",8,19,30,-11,-1,0,24003
"126975","US","United States","Maryland","Baltimore","2020-03-12",7,12,28,-1,-1,0,24005
"127032","US","United States","Maryland","Baltimore","2020-03-12",10,22,26,-4,0,0,24005
"127203","US","United States","Maryland","Carroll","2020-03-12",14,19,45,10,1,0,24013
"127431","US","United States","Maryland","Frederick","2020-03-12",10,29,65,3,1,0,24021
"127545","US","United States","Maryland","Harford","2020-03-12",9,18,38,8,0,0,24025
"127602","US","United States","Maryland","Howard","2020-03-12",6,22,50,3,-3,2,24027
"127716","US","United States","Maryland","Montgomery","2020-03-12",4,20,36,-14,-4,3,24031
"127773","US","United States","Maryland","Prince George's","2020-03-12",8,18,32,-9,-1,1,24033
"128058","US","United States","Maryland","Washington","2020-03-12",13,16,90,1,1,-1,24043
"128286","US","United States","Massachusetts","Barnstable","2020-03-12",6,25,42,3,0,0,25001
