"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,22.394,NA,8.495,-6.156,NA,-22.706
"Alabama","Baldwin",1003,30.541,57.669,5.843,-2.523,10.171,-14.624
"Alabama","Barbour",1005,3.1,NA,NA,7.639,NA,-5.524
"Alabama","Bibb",1007,16.002,NA,NA,2.188,NA,-11.655
"Alabama","Blount",1009,17.567,NA,8.681,-17.341,NA,-21.414
"Alabama","Bullock",1011,4.349,NA,NA,NA,NA,-20.584
"Alabama","Butler",1013,17.094,NA,NA,10.396,NA,-6.384
"Alabama","Calhoun",1015,11.336,NA,5.391,-12.472,NA,-16.154
"Alabama","Chambers",1017,13.334,NA,5.057,-4.751,NA,-16.615
"Alabama","Cherokee",1019,14.484,NA,NA,-14.734,NA,-18.269
"Alabama","Chilton",1021,13.469,NA,6.41,-12.82,15.322,-20.001
"Alabama","Choctaw",1023,10.143,NA,NA,NA,NA,-9.23
"Alabama","Clarke",1025,14.586,NA,NA,0.003,NA,-14.617
"Alabama","Clay",1027,3.917,NA,NA,-14.036,NA,-8.605
"Alabama","Cleburne",1029,1.613,NA,NA,-24.998,NA,-11.211
"Alabama","Coffee",1031,10.994,NA,4.9,8.284,NA,-12.642
"Alabama","Colbert",1033,10.623,NA,5.854,-15.368,5.316,-13.878
"Alabama","Conecuh",1035,NA,NA,NA,-30.511,-6.062,-6.06
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,-10.224
"Alabama","Covington",1039,27.126,NA,2.547,0.265,NA,-8.851
"Alabama","Crenshaw",1041,9.521,NA,NA,10.746,NA,-15.384
"Alabama","Cullman",1043,20.98,28.306,5.675,-13.754,0.905,-14.341
"Alabama","Dale",1045,17.19,NA,4.834,-4.682,13.56,-13.061
"Alabama","Dallas",1047,NA,NA,4.12,13.005,-17.066,-2.82
"Alabama","DeKalb",1049,2.756,NA,5.179,-16.515,NA,-12.228
"Alabama","Elmore",1051,20.327,NA,8.839,-5.04,NA,-24.709
"Alabama","Escambia",1053,17.757,NA,6.279,-6.247,NA,-16.931
"Alabama","Etowah",1055,13.184,NA,5.304,-13.324,-16.864,-15.843
"Alabama","Fayette",1057,NA,NA,NA,-12.148,NA,-19.753
"Alabama","Franklin",1059,10.866,NA,4.654,-2.982,NA,-9.701
"Alabama","Geneva",1061,29.944,NA,NA,1.223,NA,-13.78
"Alabama","Greene",1063,9.255,NA,NA,NA,-1.955,-15.269
"Alabama","Hale",1065,-26.39,NA,NA,-21.819,NA,-21.651
"Alabama","Henry",1067,13.924,NA,NA,-11.704,NA,-15.117
"Alabama","Houston",1069,14.649,NA,5.243,-6.253,-1.428,-15.252
"Alabama","Jackson",1071,6.8,NA,6.14,-16.736,NA,-14.92
"Alabama","Jefferson",1073,11.11,39.045,11.42,-24.503,-16.597,-30.658
"Alabama","Lamar",1075,24.559,NA,NA,NA,NA,-12.228
