"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,10.39,NA,NA,9.448,NA,10.408
"Alabama","Baldwin",1003,21.991,67.795,-2.212,15.606,14.459,12.009
"Alabama","Barbour",1005,3.496,NA,NA,10.961,NA,3.843
"Alabama","Bibb",1007,4.764,NA,NA,16.773,NA,11.291
"Alabama","Blount",1009,8.097,NA,NA,19.477,NA,7.059
"Alabama","Bullock",1011,0.002,NA,NA,NA,NA,NA
"Alabama","Butler",1013,0,NA,NA,19.827,NA,19.671
"Alabama","Calhoun",1015,5.549,NA,-1.94,15.354,NA,4.49
"Alabama","Chambers",1017,1.276,NA,NA,11.837,NA,12.31
"Alabama","Cherokee",1019,18.751,NA,NA,16.318,NA,7.505
"Alabama","Chilton",1021,8.425,NA,NA,13.628,25.663,14.473
"Alabama","Choctaw",1023,-4.288,NA,NA,NA,NA,NA
"Alabama","Clarke",1025,-12.841,NA,NA,13.764,NA,13.207
"Alabama","Clay",1027,1.691,NA,NA,8.332,NA,NA
"Alabama","Cleburne",1029,5.97,NA,NA,NA,NA,NA
"Alabama","Coffee",1031,15.93,NA,NA,21.668,NA,5.444
"Alabama","Colbert",1033,13.998,NA,NA,23.102,54.664,5.881
"Alabama","Conecuh",1035,-3.232,NA,NA,16.414,22.046,NA
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,NA
"Alabama","Covington",1039,8.922,NA,NA,17.675,NA,9.087
"Alabama","Crenshaw",1041,-1.336,NA,NA,17.502,NA,NA
"Alabama","Cullman",1043,13.84,NA,-2.65,16.592,31.246,5.145
"Alabama","Dale",1045,-3.682,NA,NA,12.083,NA,5.465
"Alabama","Dallas",1047,NA,NA,NA,6.918,15.149,18.894
"Alabama","DeKalb",1049,4.435,NA,-3.521,17.38,NA,10.142
"Alabama","Elmore",1051,11.847,NA,-2.499,24.357,NA,7.481
"Alabama","Escambia",1053,9.735,NA,NA,9.727,NA,-1.741
"Alabama","Etowah",1055,8.516,NA,-3.321,13.779,18.337,6.99
"Alabama","Fayette",1057,NA,NA,NA,4.203,NA,NA
"Alabama","Franklin",1059,0.605,NA,NA,11.879,NA,-3.608
"Alabama","Geneva",1061,3.428,NA,NA,8.453,NA,3.224
"Alabama","Greene",1063,12.303,NA,NA,24.524,11.448,NA
"Alabama","Hale",1065,-8.861,NA,NA,NA,NA,NA
"Alabama","Henry",1067,7.144,NA,NA,1.957,NA,-0.005
"Alabama","Houston",1069,7.291,45.616,-1.779,13.129,26.155,0.726
"Alabama","Jackson",1071,9.523,NA,NA,16.416,NA,6.711
"Alabama","Jefferson",1073,7.997,114.796,-2.622,12.644,8.801,6.471
"Alabama","Lamar",1075,2.704,NA,NA,NA,NA,NA
"Alabama","Lauderdale",1077,5.792,NA,-3.835,14.167,NA,3.848
"Alabama","Lawrence",1079,18.569,NA,NA,21.536,NA,2.994
"Alabama","Lee",1081,3.551,NA,-2.781,5.291,NA,6.602
"Alabama","Limestone",1083,9.123,NA,-2.661,15.613,NA,11.003
"Alabama","Lowndes",1085,NA,NA,NA,NA,16.059,NA
"Alabama","Macon",1087,2.275,NA,NA,16.834,-2.022,1.572
"Alabama","Madison",1089,8.03,14.459,18.636,8.754,5.689,-1.917
"Alabama","Marengo",1091,NA,NA,NA,5.772,17.838,122.224
"Alabama","Marion",1093,2.755,NA,NA,12.386,NA,3.641
"Alabama","Marshall",1095,4.343,NA,-3.241,16.484,NA,8.939
"Alabama","Mobile",1097,5.474,11.355,20.817,10.429,4.512,-1.438
"Alabama","Monroe",1099,NA,NA,NA,0.042,6.487,63.859
"Alabama","Montgomery",1101,6.732,40.623,-3.275,11.936,14.026,15.647
"Alabama","Morgan",1103,14.743,117.575,-2.601,14.403,28.441,7.958
"Alabama","Perry",1105,-6.239,NA,NA,NA,NA,NA
"Alabama","Pickens",1107,22.976,NA,NA,13.351,NA,NA
"Alabama","Pike",1109,-2.806,NA,NA,9.894,NA,-4.989
"Alabama","Randolph",1111,10.498,NA,NA,10.397,NA,-3.054
"Alabama","Russell",1113,8.085,NA,-3.273,18.069,NA,3.548
"Alabama","Shelby",1117,7.744,108.709,-2.924,10.883,NA,8.073
"Alabama","St. Clair",1115,1.718,NA,-2.15,16.202,16.125,8.534
"Alabama","Sumter",1119,-9.206,NA,NA,-2.07,NA,NA
"Alabama","Talladega",1121,2.492,32.873,-3.199,19.744,27.277,10.374
"Alabama","Tallapoosa",1123,15.624,NA,NA,12.271,NA,6.957
"Alabama","Tuscaloosa",1125,9.463,55.474,-2.162,20.231,21.086,5.965
"Alabama","Walker",1127,-3.516,NA,NA,17.826,12.509,8.934
"Alabama","Washington",1129,17.45,NA,NA,NA,NA,NA
"Alabama","Wilcox",1131,NA,NA,NA,NA,NA,NA
"Alabama","Winston",1133,10.239,NA,NA,17.529,NA,-0.017
"Alaska","Anchorage",2020,11.628,19.149,-0.683,18.343,9.649,0.627
"Alaska","Bethel",2050,NA,NA,NA,NA,NA,NA
"Alaska","Fairbanks North Star",2090,11.61,NA,-0.666,12.29,-12.048,4.688
"Alaska","Juneau",2110,-0.536,NA,NA,9.624,NA,4.255
"Alaska","Kenai Peninsula Borough",2122,4.055,NA,NA,2.086,NA,-0.68
"Alaska","Ketchikan Gateway",2130,NA,NA,NA,39.601,NA,NA
"Alaska","Kodiak Island",2150,NA,NA,NA,35.417,NA,NA
"Alaska","Matanuska-Susitna",2170,5.771,NA,-0.758,1.162,NA,3.031
"Alaska","North Slope",2185,NA,NA,NA,NA,NA,NA
"Alaska","Sitka",2220,NA,NA,NA,NA,NA,NA
"Alaska","Southeast Fairbanks",2240,NA,NA,NA,NA,NA,NA
"Alaska","Valdez-Cordova",2261,NA,NA,NA,NA,NA,NA
"Arizona","Apache",4001,13.37,16.05,NA,10.791,17.35,-6.975
"Arizona","Cochise",4003,8.488,14.687,-2.062,8.552,9.412,1.155
"Arizona","Coconino",4005,6.66,17.172,-1.074,3.53,7.907,3.223
"Arizona","Gila",4007,30.583,39.997,-1.894,16.502,NA,1.961
"Arizona","Graham",4009,25.121,NA,NA,10.142,NA,0.865
"Arizona","Greenlee",4011,0.001,NA,NA,NA,NA,NA
"Arizona","La Paz",4012,-15.702,-2.498,NA,-9.888,-2.703,-3.228
"Arizona","Maricopa",4013,2.694,17.877,-1.374,3.654,10.65,1.235
"Arizona","Mohave",4015,7.284,20.341,-1.177,8.339,6.836,0.816
"Arizona","Navajo",4017,11.299,37.12,-3.239,11.544,16.919,-1.351
"Arizona","Pima",4019,12.694,26.967,-1.6,2.513,1.298,0.423
"Arizona","Pinal",4021,0.185,43.128,-1.859,23.715,12.394,0.681
"Arizona","Santa Cruz",4023,-6.048,11.822,-2.73,2.768,12.766,5.53
"Arizona","Yavapai",4025,13.997,24.955,-1.201,4.912,3.373,2.241
"Arizona","Yuma",4027,3.208,29.436,-1.471,8.127,9.326,-1.278
"Arkansas","Arkansas",5001,3.897,NA,NA,4.445,NA,9.259
"Arkansas","Ashley",5003,3.157,NA,NA,14.11,NA,NA
"Arkansas","Baxter",5005,13.954,NA,NA,14.265,NA,8.199
"Arkansas","Benton",5007,10.303,151.191,-2.13,10.108,-2.629,2.353
"Arkansas","Boone",5009,10.68,NA,NA,18.732,NA,0.763
"Arkansas","Bradley",5011,-7.407,NA,NA,-3.332,NA,NA
"Arkansas","Carroll",5015,25,NA,NA,37.532,NA,9.528
"Arkansas","Chicot",5017,8.511,NA,NA,NA,NA,NA
"Arkansas","Clark",5019,22.951,NA,NA,26.567,12.931,14.286
"Arkansas","Clay",5021,NA,NA,NA,14.851,NA,NA
"Arkansas","Cleburne",5023,32.258,NA,NA,19.495,NA,1.37
"Arkansas","Cleveland",5025,NA,NA,NA,NA,NA,NA
"Arkansas","Columbia",5027,-13.186,NA,NA,12.779,NA,8.619
"Arkansas","Conway",5029,16.661,NA,NA,10.921,16.177,8.195
"Arkansas","Craighead",5031,9.324,NA,-2.11,10.161,1.788,1.499
"Arkansas","Crawford",5033,11.723,NA,-1.893,17.151,NA,1.366
"Arkansas","Crittenden",5035,11,NA,NA,21.786,11.834,7.909
"Arkansas","Cross",5037,41.934,NA,NA,9.132,NA,NA
"Arkansas","Dallas",5039,NA,NA,NA,23.378,NA,NA
"Arkansas","Desha",5041,22.03,NA,NA,1.766,NA,NA
"Arkansas","Drew",5043,2.325,NA,NA,-0.717,NA,NA
"Arkansas","Faulkner",5045,5.264,NA,-2.155,12.284,NA,5.882
"Arkansas","Franklin",5047,14.816,NA,NA,23.7,14.709,NA
"Arkansas","Fulton",5049,NA,NA,NA,NA,NA,NA
"Arkansas","Garland",5051,10.226,68.457,-1.194,17.41,NA,6.574
"Arkansas","Grant",5053,NA,NA,NA,28.13,NA,NA
"Arkansas","Greene",5055,10.511,NA,NA,10.636,NA,4.93
"Arkansas","Hempstead",5057,14.157,NA,NA,19.926,NA,7.467
"Arkansas","Hot Spring",5059,13.336,NA,NA,18.179,NA,7.412
"Arkansas","Howard",5061,9.092,NA,NA,1.191,NA,NA
"Arkansas","Independence",5063,21.082,NA,NA,6.882,NA,7.408
"Arkansas","Izard",5065,16.977,NA,NA,NA,NA,NA
"Arkansas","Jackson",5067,26,NA,NA,6.394,NA,NA
"Arkansas","Jefferson",5069,13.673,NA,-2.697,17.451,18.244,0.413
"Arkansas","Johnson",5071,1.801,NA,NA,11.108,NA,2.501
"Arkansas","Lawrence",5075,6.933,NA,NA,8.781,NA,NA
"Arkansas","Lincoln",5079,2.225,NA,NA,NA,NA,NA
"Arkansas","Little River",5081,17.144,NA,NA,16.39,NA,NA
"Arkansas","Logan",5083,19.582,NA,NA,9.045,NA,-3.225
"Arkansas","Lonoke",5085,15.891,NA,-2.5,11.676,NA,9.034
"Arkansas","Madison",5087,22.095,NA,NA,15.149,NA,NA
"Arkansas","Marion",5089,20.285,NA,NA,14.751,NA,NA
"Arkansas","Miller",5091,15.755,NA,NA,13.067,7.694,0.003
"Arkansas","Mississippi",5093,10.88,NA,NA,23.792,24.089,0.866
"Arkansas","Monroe",5095,-1.683,NA,NA,10.81,NA,NA
"Arkansas","Montgomery",5097,NA,NA,NA,NA,NA,NA
"Arkansas","Nevada",5099,NA,NA,NA,NA,12.15,NA
"Arkansas","Newton",5101,NA,NA,NA,NA,NA,NA
"Arkansas","Ouachita",5103,-13.277,NA,NA,17.261,NA,1.509
"Arkansas","Perry",5105,NA,NA,NA,NA,NA,NA
"Arkansas","Phillips",5107,31.002,NA,NA,16.669,NA,NA
"Arkansas","Pike",5109,24.677,NA,NA,36.772,NA,NA
"Arkansas","Poinsett",5111,7.729,NA,NA,14.581,NA,1.613
"Arkansas","Polk",5113,-1.353,NA,NA,16.978,NA,-6.887
"Arkansas","Pope",5115,3.86,NA,-1.481,13.18,7.026,2.928
"Arkansas","Prairie",5117,NA,NA,NA,NA,NA,NA
"Arkansas","Pulaski",5119,6.255,-7.065,-3.707,10.892,6.272,-2.39
"Arkansas","Randolph",5121,NA,NA,NA,18.238,-7.841,50.77
"Arkansas","Saline",5125,-3.189,71.738,-2.114,16.993,21.803,4.946
"Arkansas","Scott",5127,NA,NA,NA,28.164,NA,NA
