"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,22.519,NA,3.272,3.093,NA,-12.887
"Alabama","Baldwin",1003,39.027,48.487,1.51,9.022,4.521,-1.814
"Alabama","Barbour",1005,15.037,NA,NA,17.582,NA,3.223
"Alabama","Bibb",1007,30.254,NA,NA,15.15,NA,-7.594
"Alabama","Blount",1009,21.121,NA,4.846,3.438,NA,-6.416
"Alabama","Bullock",1011,NA,NA,NA,NA,NA,-13.429
"Alabama","Butler",1013,28.44,NA,NA,3.735,NA,-6.668
"Alabama","Calhoun",1015,25.841,NA,2.247,-1.682,NA,-4.123
"Alabama","Chambers",1017,21.531,NA,2.071,9.436,NA,-5.18
"Alabama","Cherokee",1019,15.386,NA,NA,3.702,NA,-6.447
"Alabama","Chilton",1021,29.149,NA,1.991,3.456,16.793,-8.011
"Alabama","Choctaw",1023,19.401,NA,NA,NA,NA,0.001
"Alabama","Clarke",1025,11.507,NA,NA,15.251,NA,-4.84
"Alabama","Clay",1027,NA,NA,NA,-14.036,NA,-3.336
"Alabama","Cleburne",1029,37.931,NA,NA,NA,10.64,6.8
"Alabama","Coffee",1031,22.446,NA,0.234,4.336,NA,-2.636
"Alabama","Colbert",1033,20.617,-48.889,4.233,-5.997,3.09,-4.828
"Alabama","Conecuh",1035,29.404,NA,NA,-23.883,7.461,6.154
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,0.003
"Alabama","Covington",1039,29.555,NA,0.385,5.62,NA,1.684
"Alabama","Crenshaw",1041,16.174,NA,NA,26.417,NA,-5.999
"Alabama","Cullman",1043,31.34,9.263,2.849,0.255,20.189,-3.958
"Alabama","Dale",1045,21.243,NA,0.865,6.932,3.334,-3.225
"Alabama","Dallas",1047,NA,NA,0.997,15.769,-6.278,10.321
"Alabama","DeKalb",1049,18.16,NA,2.487,-7.819,NA,-3.891
"Alabama","Elmore",1051,20.361,14.29,3.039,-3.388,NA,-8.719
"Alabama","Escambia",1053,30.687,NA,2.912,-0.395,NA,-6.278
"Alabama","Etowah",1055,18.425,NA,3.471,-4.237,-7.997,-5.131
"Alabama","Fayette",1057,NA,NA,NA,1.888,NA,-5.194
"Alabama","Franklin",1059,20.39,NA,3.459,2.538,NA,-0.917
"Alabama","Geneva",1061,38.704,NA,NA,19.043,NA,-7.694
"Alabama","Greene",1063,16.358,NA,NA,NA,4.639,-6.868
"Alabama","Hale",1065,-3.29,NA,NA,9.432,NA,-14.132
"Alabama","Henry",1067,21.793,NA,NA,-11.002,NA,-4.484
"Alabama","Houston",1069,22.844,NA,1.557,-1.34,-1.428,-4.383
"Alabama","Jackson",1071,19.766,NA,4.318,-3.125,NA,-4.526
"Alabama","Jefferson",1073,29.312,24.376,6.165,-7.828,-12.931,-15.684
"Alabama","Lamar",1075,19.353,NA,NA,NA,NA,-5.62
"Alabama","Lauderdale",1077,18.067,NA,3.715,-2.656,NA,-2.867
"Alabama","Lawrence",1079,26.084,NA,3.997,8.505,NA,-2.496
"Alabama","Lee",1081,14.736,NA,6.566,-11.411,NA,-18.522
"Alabama","Limestone",1083,20.471,3.027,6.91,-4.471,NA,-10.901
