"state","county","fips","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Alabama","Autauga",1001,8.015,NA,NA,9.811,NA,8.787
"Alabama","Baldwin",1003,25.611,71.674,-1.109,19.346,29.852,7.743
"Alabama","Barbour",1005,3.125,NA,NA,17.454,NA,4.543
"Alabama","Bibb",1007,1.871,NA,NA,11.642,NA,1.667
"Alabama","Blount",1009,11.055,NA,NA,14.835,NA,-1.96
"Alabama","Bullock",1011,0.002,NA,NA,NA,NA,NA
"Alabama","Butler",1013,3.261,NA,NA,25.352,NA,13.999
"Alabama","Calhoun",1015,4.231,NA,-1.301,14.922,NA,3.227
"Alabama","Chambers",1017,9.184,NA,NA,17.09,NA,5.716
"Alabama","Cherokee",1019,18.112,NA,NA,14.484,NA,4.291
"Alabama","Chilton",1021,19.131,NA,NA,16.545,23.636,9.022
"Alabama","Choctaw",1023,-1.614,NA,NA,NA,NA,NA
"Alabama","Clarke",1025,-11.108,NA,NA,7.664,NA,9.803
"Alabama","Clay",1027,4.077,NA,NA,NA,NA,NA
"Alabama","Cleburne",1029,-1.639,NA,NA,NA,NA,NA
"Alabama","Coffee",1031,11.068,NA,NA,14.736,NA,3.878
"Alabama","Colbert",1033,11.3,NA,NA,17.219,32.429,4.76
"Alabama","Conecuh",1035,16.32,NA,NA,21.048,16.277,NA
"Alabama","Coosa",1037,NA,NA,NA,NA,NA,NA
"Alabama","Covington",1039,9.17,NA,NA,16.92,NA,4.803
"Alabama","Crenshaw",1041,11.664,NA,NA,35.851,NA,NA
"Alabama","Cullman",1043,11.591,NA,-1.28,12.197,24.441,1.504
"Alabama","Dale",1045,2.742,NA,NA,8.777,6.523,0.599
"Alabama","Dallas",1047,NA,NA,NA,5.687,5.261,22.517
"Alabama","DeKalb",1049,7.442,NA,NA,12.371,NA,7.776
"Alabama","Elmore",1051,9.527,35.855,-1.545,18.091,NA,3.057
"Alabama","Escambia",1053,16.239,NA,NA,13.819,NA,2.969
"Alabama","Etowah",1055,11.659,NA,-1.241,16.238,14.549,0.904
"Alabama","Fayette",1057,NA,NA,NA,15.219,NA,NA
"Alabama","Franklin",1059,5.837,NA,NA,9.895,NA,5.68
"Alabama","Geneva",1061,16.842,NA,NA,6.618,NA,-0.002
"Alabama","Greene",1063,7.269,NA,NA,NA,19.532,NA
"Alabama","Hale",1065,-21.919,NA,NA,NA,NA,NA
"Alabama","Henry",1067,8.109,NA,NA,17.904,NA,-11.119
"Alabama","Houston",1069,9.014,NA,-1.803,14.921,23.73,-0.278
"Alabama","Jackson",1071,12.135,NA,NA,18.644,NA,-0.743
"Alabama","Jefferson",1073,5.489,58.972,-1.491,9.115,12.451,0.801
"Alabama","Lamar",1075,5.085,NA,NA,NA,NA,NA
