"state","county","Grocery & pharmacy","Parks","Residential","Retail & recreation","Transit stations","Workplace"
"Texas","Wilbarger",9.172,NA,NA,20.711,18.859,-8.187
"Texas","Willacy",1.231,NA,NA,8.753,NA,1.46
"Texas","Williamson",9.759,33.13,-2.176,8.671,-3.58,4.423
"Texas","Wilson",8.826,NA,NA,9.46,NA,1.281
"Texas","Winkler",0.017,NA,NA,7.23,NA,0.013
"Texas","Wise",2.884,7.728,-2.471,13.816,1.771,10.488
"Texas","Wood",10.587,NA,NA,17.259,NA,4.809
"Texas","Yoakum",0,NA,NA,NA,NA,NA
"Texas","Young",13.513,NA,NA,4.459,NA,-8.231
"Texas","Zapata",4.56,NA,NA,26.278,NA,NA
"Texas","Zavala",-3.45,NA,NA,-3.964,NA,NA
"Utah","Beaver",NA,NA,NA,18.644,12.657,NA
"Utah","Box Elder",8.952,53.571,NA,7.28,16.492,2.128
"Utah","Cache",15.912,5.084,13.946,3.364,-4.653,-1.549
"Utah","Carbon",NA,NA,NA,10.002,7.143,38.709
"Utah","Davis",24.458,15.83,23.08,6.408,5.382,-1.855
"Utah","Duchesne",NA,NA,NA,12.31,4.351,54.878
"Utah","Emery",1.563,NA,NA,36.363,NA,NA
"Utah","Garfield",NA,8.512,NA,NA,NA,NA
"Utah","Grand",NA,NA,-29.668,NA,NA,4.985
"Utah","Iron",7.635,2.249,-2.015,NA,95.002,97.848
"Utah","Juab",18.57,NA,NA,38.356,15.692,NA
"Utah","Kane",9.431,NA,NA,22.028,NA,NA
"Utah","Millard",113.16,NA,NA,36.363,NA,NA
"Utah","Morgan",-10.641,NA,NA,NA,NA,NA
"Utah","Salt Lake",13.51,25.004,-1.266,4.718,9.04,3.846
"Utah","San Juan",62.06,50.787,NA,6.248,NA,NA
"Utah","Sanpete",6.781,NA,NA,12.803,NA,3.126
"Utah","Sevier",37.798,NA,NA,17.035,10.959,-0.001
"Utah","Summit",-6.845,-1.968,NA,2.339,-13.333,-3.911
"Utah","Tooele",5.413,NA,-1.706,9.998,20.556,-1.571
"Utah","Uintah",0.564,-4.447,NA,9.371,NA,-6.184
"Utah","Utah",10.583,51.842,-1.746,4.957,9.056,3.076
"Utah","Wasatch",-11.292,11.266,NA,-5.669,NA,-0.001
"Utah","Washington",21.139,37.757,-1.12,13.313,21.594,2.038
"Utah","Weber",10.992,8.066,-1.812,58.165,18.638,5.809
"Vermont","Addison",-7.086,NA,NA,6.161,NA,3.75
"Vermont","Bennington",8.92,-44.189,NA,16.952,NA,-3.804
"Vermont","Caledonia",-12.755,NA,NA,10.811,NA,4.226
"Vermont","Chittenden",-4.449,6.669,-0.793,-0.591,-4.458,2.337
"Vermont","Essex",NA,NA,NA,NA,NA,NA
"Vermont","Franklin",-1.504,NA,NA,-1,NA,1.696
"Vermont","Grand Isle",NA,NA,NA,NA,NA,NA
"Vermont","Lamoille",-7.088,NA,NA,4.561,23.997,-3.798
"Vermont","Orange",-2.912,NA,NA,5.308,NA,7.468
"Vermont","Orleans",2.854,NA,NA,7.899,NA,-6.898
"Vermont","Rutland",2.525,NA,NA,15.376,34.38,2.155
"Vermont","Washington",-5.263,NA,NA,7.059,NA,0.686
"Vermont","Windham",-5.68,NA,NA,16.634,NA,-6.383
"Vermont","Windsor",-0.939,NA,NA,13.265,NA,-1.37
"Virginia","Accomack",16.05,NA,NA,15.735,NA,19.093
"Virginia","Albemarle",8.459,NA,-1.871,10.04,12.906,5.623
"Virginia","Alexandria",3.963,-40,-1.034,-1.868,-4.961,4.02
"Virginia","Alleghany",NA,NA,NA,24.75,-8.693,2.083
"Virginia","Amelia",-8,NA,NA,27.397,NA,NA
"Virginia","Amherst",5.2,NA,NA,25.366,NA,0.004
"Virginia","Appomattox",-2.041,NA,NA,11.45,NA,10
"Virginia","Arlington",3.8,-21.192,-0.574,-0.049,3.219,3.008
"Virginia","Augusta",5.517,NA,-1.227,6.017,68.69,2.513
"Virginia","Bath",NA,53.333,NA,NA,NA,NA
"Virginia","Bedford",3.915,NA,-0.638,5.585,NA,7.112
"Virginia","Bland",NA,NA,NA,NA,22.368,NA
"Virginia","Botetourt",3.5,NA,NA,8.661,17.651,4.397
"Virginia","Bristol",5.366,NA,NA,13.6,NA,0.005
"Virginia","Brunswick",NA,NA,NA,-7.692,12.501,-2.176
"Virginia","Buchanan",-6.384,NA,NA,-6.666,NA,NA
"Virginia","Buckingham",4.11,NA,NA,23.637,NA,NA
"Virginia","Buena Vista",NA,NA,NA,NA,NA,NA
"Virginia","Campbell",4.93,NA,NA,9.91,NA,-0.567
"Virginia","Caroline",-13.373,-65.959,NA,16.036,11.845,-0.002
"Virginia","Carroll",-2.92,NA,NA,7.779,22.316,0.003
"Virginia","Charles City",NA,NA,NA,NA,NA,NA
"Virginia","Charlotte",14.923,NA,NA,NA,NA,NA
"Virginia","Charlottesville",5.319,6.351,NA,9.018,-24.393,10.318
"Virginia","Chesapeake",-0.877,17.143,-1.785,12.052,25.753,3.847
"Virginia","Chesterfield",3.503,6.128,-1.449,8.06,8.334,3.442
"Virginia","Clarke",6.144,NA,NA,-3.489,NA,NA
"Virginia","Colonial Heights",10.896,NA,NA,18.592,NA,2.777
"Virginia","Covington",NA,NA,NA,10.157,NA,NA
"Virginia","Craig",NA,NA,NA,NA,NA,NA
"Virginia","Culpeper",14.547,NA,NA,10.153,NA,4.605
"Virginia","Cumberland",NA,NA,NA,NA,NA,NA
"Virginia","Danville",17.769,NA,NA,13.095,NA,-1.842
"Virginia","Dickenson",-9.999,NA,NA,NA,NA,NA
"Virginia","Dinwiddie",-20.51,NA,NA,48.132,NA,12.122
"Virginia","Emporia",11.647,NA,NA,16.715,NA,NA
"Virginia","Essex",10.975,NA,NA,10.356,NA,NA
"Virginia","Fairfax",1.6355,NA,NA,3.387,NA,5.845
"Virginia","Falls Church",10.275,NA,NA,-1.597,NA,NA
"Virginia","Fauquier",-12.96,NA,NA,6.251,NA,8.097
"Virginia","Floyd",-5.195,NA,NA,11.664,NA,NA
"Virginia","Fluvanna",11.456,NA,NA,1.429,NA,1.389
"Virginia","Franklin",6.217,NA,NA,21.682,NA,NA
"Virginia","Frederick",-2.696,NA,-0.146,9.431,-5.78,1.429
"Virginia","Fredericksburg",6.336,NA,NA,7.648,NA,1.01
"Virginia","Galax",11.319,NA,NA,2.29,NA,NA
"Virginia","Giles",-0.003,NA,NA,11.595,NA,4.351
"Virginia","Gloucester",25.143,NA,NA,6.941,NA,3.828
"Virginia","Goochland",5.716,NA,NA,16.392,NA,NA
"Virginia","Grayson",NA,NA,NA,NA,NA,NA
"Virginia","Greene",-0.941,NA,NA,11.744,NA,5.361
"Virginia","Greensville",NA,NA,NA,NA,15.357,NA
"Virginia","Halifax",9.244,NA,NA,22.028,NA,6.667
"Virginia","Hampton",13.605,5.949,-2.019,5.603,3.244,1.067
"Virginia","Hanover",9.219,NA,-1.037,10.503,10.744,4.982
"Virginia","Harrisonburg",11.964,NA,NA,20.858,0,-2.891
"Virginia","Henrico",7.047,0,-1.282,9.22,2.863,-0.178
"Virginia","Henry",5.513,NA,NA,9.709,NA,11.756
"Virginia","Hopewell",3.36,NA,NA,30.192,NA,-0.001
"Virginia","James City",9.148,NA,NA,7.748,NA,2.849
"Virginia","King George",12.416,NA,-1.783,17.194,NA,5.431
"Virginia","King William",2.252,NA,NA,12.717,NA,2.857
"Virginia","Lancaster",12.705,NA,NA,4.504,NA,5.991
"Virginia","Lee",NA,NA,NA,NA,NA,NA
"Virginia","Lexington",6.665,NA,NA,17.187,NA,NA
"Virginia","Loudoun",1.408,NA,NA,21.93,NA,7.77
"Virginia","Louisa",7.269,NA,NA,8.54,NA,NA
"Virginia","Lunenburg",7.783,-7.205,-0.343,2.16,-6.921,1.333
"Virginia","Lynchburg",6.953,NA,NA,19.03,NA,5.511
"Virginia","Madison",-3.217,NA,NA,NA,NA,NA
"Virginia","Manassas",10.254,NA,-1.555,16.827,2.145,-1.536
"Virginia","Manassas Park",11.484,NA,NA,0.045,NA,NA
"Virginia","Martinsville",4.163,NA,NA,4.639,NA,1.084
"Virginia","Mathews",5.114,NA,NA,-37.213,NA,-0.026
"Virginia","Mecklenburg",12.074,NA,NA,14.589,NA,NA
"Virginia","Middlesex",12.226,NA,NA,NA,NA,NA
"Virginia","Montgomery",9.535,-15.074,NA,18.263,8.639,1.021
"Virginia","Nelson",-1.177,NA,NA,11.504,NA,NA
"Virginia","New Kent",15.517,NA,-0.731,21.819,13.455,7.341
"Virginia","Newport News",9.762,NA,NA,50.039,NA,NA
"Virginia","Norfolk",8.157,NA,NA,14.771,17.876,3.637
"Virginia","Northampton",7.901,35.357,-2.16,10.369,1.124,4.752
"Virginia","Northumberland",8.523,6.061,-2.464,9.355,-2.438,2.997
"Virginia","Norton",19.821,NA,NA,43.043,NA,NA
"Virginia","Nottoway",-2.845,NA,NA,9.623,NA,NA
"Virginia","Orange",NA,NA,NA,1.494,NA,NA
"Virginia","Page",19.752,NA,NA,8.544,NA,NA
"Virginia","Patrick",9.837,NA,NA,10.959,NA,9.003
"Virginia","Petersburg",8.261,NA,NA,13.743,NA,1.206
"Virginia","Pittsylvania",-3.154,NA,NA,9.303,NA,NA
"Virginia","Poquoson",5.884,NA,NA,10.375,13.734,-0.005
"Virginia","Portsmouth",-0.835,NA,NA,-0.043,NA,-0.54
"Virginia","Powhatan",11.7,NA,NA,11.297,NA,NA
"Virginia","Prince Edward",4.443,3.994,-2.336,12.054,-2.526,2.979
"Virginia","Prince George",-2.884,NA,NA,19.84,NA,13.436
"Virginia","Prince William",1.981,NA,NA,9.926,NA,-7.103
"Virginia","Pulaski",2.75,NA,NA,14.26,18.452,3.854
"Virginia","Radford",11.133,-0.047,-1.489,4.079,10.214,1.777
"Virginia","Rappahannock",-2.228,NA,NA,4.32,NA,-5.844
"Virginia","Richmond",NA,NA,NA,NA,NA,NA
"Virginia","Roanoke",13.1465,NA,NA,11.8005,NA,NA
"Virginia","Rockbridge",2.185,-10.903,-0.579,13.389,0.568,1.377
"Virginia","Rockingham",0.001,NA,-0.553,13.357,NA,-1.082
"Virginia","Russell",NA,NA,NA,-0.013,-2.397,1.525
"Virginia","Salem",6.422,5.017,-1.145,20.194,-0.924,-0.727
"Virginia","Scott",-14.067,NA,NA,10.898,NA,-1.454
"Virginia","Shenandoah",12.315,NA,NA,8.547,NA,2.477
"Virginia","Smyth",-4.552,NA,NA,5.767,NA,9.724
"Virginia","Southampton",-1.4,NA,NA,7.823,-5.982,2.493
"Virginia","Spotsylvania",-4.948,NA,NA,6.962,NA,8.779
"Virginia","Stafford",10.814,NA,NA,18.536,NA,7.584
"Virginia","Staunton",8.706,NA,-1.267,6.998,NA,0.036
"Virginia","Suffolk",6.919,7.146,-1.053,9.237,NA,1.674
"Virginia","Surry",2.816,NA,NA,7.186,NA,-0.937
"Virginia","Sussex",10.095,NA,-2.839,9.845,15.674,2.656
"Virginia","Tazewell",NA,NA,NA,NA,NA,NA
"Virginia","Virginia Beach",5.14,NA,NA,38.422,14.093,NA
"Virginia","Warren",0.458,NA,NA,7.985,NA,-5.768
"Virginia","Washington",5.09,13.495,-1.607,7.757,6.55,3.814
"Virginia","Waynesboro",4.936,NA,NA,9.548,NA,0.056
"Virginia","Westmoreland",7.326,NA,NA,8.126,-4.053,6.301
"Virginia","Williamsburg",5.368,NA,NA,15.16,NA,5.704
"Virginia","Winchester",0.857,NA,NA,22.233,NA,0.012
"Virginia","Wise",18.667,NA,NA,8.193,NA,18.383
"Virginia","Wythe",3.127,NA,NA,12.135,NA,-0.776
"Virginia","York",-8.306,NA,NA,12.076,NA,-7.503
"Washington","Adams",1.667,NA,NA,22.613,41.669,-1.724
"Washington","Asotin",NA,NA,NA,13.971,NA,5.941
"Washington","Benton",18.062,9.571,-2.007,42.029,12.208,-0.145
"Washington","Chelan",1.956,6.373,-2.733,6.945,8.929,-2.92
"Washington","Clallam",6.032,55.555,2.032,10.832,0.289,17.307
"Washington","Clark",7.305,-0.902,-0.886,-1.586,-0.775,1.469
"Washington","Cowlitz",4.369,3.031,14.044,9.487,0,-1.051
"Washington","Douglas",NA,NA,NA,9.026,2.207,0
"Washington","Ferry",NA,NA,NA,NA,NA,NA
"Washington","Franklin",17.382,NA,-3.225,9.991,4.24,0.005
"Washington","Grant",23.597,38.807,-3.434,14.394,19.678,5.282
"Washington","Grays Harbor",10.26,28.695,-1.256,15.897,NA,2.667
"Washington","Island",7.348,14.948,4.313,9.446,-0.405,-1.379
"Washington","Jefferson",64.445,NA,NA,0.524,3.158,56.115
"Washington","King",5.796,33.483,-0.56,0.562,3.016,1.016
"Washington","Kitsap",6.744,11.403,-1.417,8.332,14.749,1.053
"Washington","Kittitas",8.773,0.658,NA,8.222,7.799,0.627
"Washington","Klickitat",11.999,NA,NA,11.107,NA,4.48
"Washington","Lewis",3.26,10.718,-1.095,13.404,3.202,-2.476
"Washington","Lincoln",NA,NA,NA,NA,NA,NA
"Washington","Mason",5.879,NA,12.067,9.186,7.051,-1.432
"Washington","Okanogan",NA,NA,NA,23.68,-3.45,45.119
"Washington","Pacific",23.723,NA,-3.332,21.238,-4.651,NA
"Washington","Pend Oreille",NA,NA,NA,11.595,NA,15.954
"Washington","Pierce",3.254,20.259,-1.251,4.79,15.424,1.892
"Washington","San Juan",3.293,NA,NA,4.625,NA,-0.011
"Washington","Skagit",11.334,44.666,-1.266,15.508,15.933,1.867
"Washington","Skamania",NA,-45.543,NA,NA,NA,NA
"Washington","Snohomish",4.198,33.188,-1.085,5.385,8.582,1.332
"Washington","Spokane",9.947,36.866,-1.991,16.118,6.549,1.536
"Washington","Stevens",11.238,NA,NA,19.134,NA,0.772
"Washington","Thurston",8.734,18.229,-1.301,10.814,8.226,1.829
"Washington","Walla Walla",-3.837,NA,48.301,18.732,13.44,6.194
"Washington","Whatcom",11.395,6.135,-1.74,-2.461,8.322,3.026
"Washington","Whitman",1.282,NA,NA,5.195,NA,7.02
"Washington","Yakima",8.28,16.544,-2.93,12.301,5.585,1.675
"West Virginia","Barbour",-2.083,NA,NA,8.163,NA,-4.447
"West Virginia","Berkeley",3.127,NA,-0.752,10.836,NA,1.072
"West Virginia","Boone",3.174,NA,NA,-13.386,NA,NA
"West Virginia","Braxton",NA,NA,NA,12.241,NA,NA
"West Virginia","Brooke",5.235,NA,NA,12.172,NA,-0.003
"West Virginia","Cabell",12.209,NA,-0.875,23.742,NA,2.797
"West Virginia","Fayette",1.449,NA,NA,0.277,NA,-3.175
"West Virginia","Grant",NA,NA,NA,NA,NA,NA
"West Virginia","Greenbrier",-19.018,NA,NA,3.398,NA,-2.78
"West Virginia","Hampshire",1.598,NA,NA,8.163,NA,3.338
"West Virginia","Hancock",0.001,NA,NA,8.71,NA,1.774
"West Virginia","Hardy",-3.925,NA,NA,-1.375,NA,NA
"West Virginia","Harrison",11.733,NA,-1.673,16.653,NA,-0.5
"West Virginia","Jackson",-14.285,NA,NA,20.725,NA,7.792
"West Virginia","Jefferson",-15.453,10.42,NA,11.088,NA,4.471
"West Virginia","Kanawha",3.634,-6.668,-0.074,12.207,3.299,3.28
"West Virginia","Lewis",1.266,NA,NA,10.498,NA,NA
"West Virginia","Lincoln",NA,NA,NA,NA,NA,NA
"West Virginia","Logan",14.285,NA,NA,17.876,NA,-3.179
"West Virginia","Marion",6.58,NA,NA,8.842,NA,6.963
"West Virginia","Marshall",5.266,NA,NA,9.07,NA,0.965
"West Virginia","Mason",-5.622,NA,NA,19.299,NA,0.001
"West Virginia","McDowell",NA,NA,NA,NA,NA,NA
"West Virginia","Mercer",-1.175,NA,NA,14.148,NA,1.676
"West Virginia","Mineral",22.97,NA,NA,9.831,NA,10.666
"West Virginia","Mingo",NA,NA,NA,NA,NA,NA
"West Virginia","Monongalia",22.728,39.726,-1.717,9.817,3.999,5.243
"West Virginia","Monroe",NA,NA,NA,NA,NA,NA
"West Virginia","Morgan",5.209,NA,NA,22.431,NA,7.276
"West Virginia","Nicholas",6.872,NA,NA,7.166,NA,-6.359
"West Virginia","Ohio",13.995,-7.144,NA,15.276,11.536,0.709
"West Virginia","Pleasants",NA,NA,NA,NA,NA,NA
"West Virginia","Pocahontas",NA,-45.831,NA,NA,NA,NA
"West Virginia","Preston",-1.94,NA,NA,8.253,NA,3.713
"West Virginia","Putnam",2.889,NA,NA,9.253,3.125,2.439
"West Virginia","Raleigh",-5.82,NA,0.482,6.777,18.179,-0.486
"West Virginia","Randolph",4.062,NA,NA,14.485,NA,5.971
"West Virginia","Ritchie",NA,NA,NA,NA,NA,NA
"West Virginia","Roane",NA,NA,NA,13.47,NA,NA
"West Virginia","Summers",NA,NA,NA,-7.034,NA,NA
"West Virginia","Taylor",NA,NA,NA,4.989,NA,8.337
"West Virginia","Tucker",NA,NA,NA,NA,NA,NA
"West Virginia","Tyler",NA,NA,NA,NA,NA,NA
"West Virginia","Upshur",-24.788,NA,NA,12.9,NA,3.202
"West Virginia","Wayne",8.452,NA,NA,19.243,NA,9.541
"West Virginia","Webster",NA,NA,NA,NA,NA,NA
"West Virginia","Wetzel",3.954,NA,NA,5.28,NA,-0.017
"West Virginia","Wood",14.481,NA,-1.06,16.512,NA,6.69
"West Virginia","Wyoming",NA,NA,NA,NA,NA,NA
"Wisconsin","Adams",7.059,NA,NA,49.194,NA,1.285
"Wisconsin","Ashland",13.701,NA,NA,25.489,NA,-6.519
"Wisconsin","Barron",-0.259,NA,NA,12.599,NA,4.794
"Wisconsin","Bayfield",NA,NA,NA,12.37,NA,NA
"Wisconsin","Brown",7.475,4.762,-2.234,11.401,3.173,3.702
"Wisconsin","Buffalo",NA,NA,NA,55.297,NA,NA
"Wisconsin","Burnett",7.692,NA,NA,10.795,NA,6.12
"Wisconsin","Calumet",5.691,NA,NA,-16.487,NA,4.434
"Wisconsin","Chippewa",4.136,NA,NA,1.471,NA,-1.614
"Wisconsin","Clark",5.808,NA,NA,5.184,NA,-1.047
"Wisconsin","Columbia",15.246,NA,NA,19.798,2.417,5.915
"Wisconsin","Crawford",14.636,NA,NA,20.071,NA,2.083
"Wisconsin","Dane",13.237,4.107,20.725,17.297,7.655,-2.293
"Wisconsin","Dodge",6.516,11.969,-2.427,3.479,NA,2.072
"Wisconsin","Door",8.048,NA,NA,30.232,NA,11.544
"Wisconsin","Douglas",8.235,NA,NA,18.532,NA,3.33
"Wisconsin","Dunn",9.136,NA,NA,19.029,14.08,6.522
"Wisconsin","Eau Claire",9.219,19.668,-1.617,20.689,10.642,-0.304
"Wisconsin","Florence",NA,NA,NA,NA,NA,NA
"Wisconsin","Forest",8.193,11.272,-3.139,11.272,NA,2.156
"Wisconsin","Grant",NA,NA,NA,16.486,NA,NA
"Wisconsin","Green",24.618,NA,NA,27.342,NA,10.318
"Wisconsin","Green Lake",11.394,NA,NA,9.334,NA,-5.424
"Wisconsin","Iowa",8.888,NA,NA,8.799,NA,9.09
"Wisconsin","Iron",9.414,NA,NA,6.063,NA,-0.003
"Wisconsin","Jackson",NA,NA,NA,3.092,NA,NA
"Wisconsin","Jefferson",24.078,NA,NA,11.371,23.212,2.666
"Wisconsin","Juneau",12.76,8.693,-3.483,18.552,23.078,7.326
"Wisconsin","Kenosha",7.638,NA,NA,23.531,17.912,1.908
"Wisconsin","Kewaunee",12.096,21.073,-3.372,21.854,-17.816,5.148
"Wisconsin","La Crosse",14.515,NA,NA,35.784,NA,3.636
"Wisconsin","Lafayette",11.866,21.586,-1.835,9.151,14.278,4.899
"Wisconsin","Langlade",8.165,NA,NA,9.635,NA,1.79
"Wisconsin","Lincoln",16.5,NA,NA,7.762,NA,3.04
"Wisconsin","Manitowoc",-4.519,NA,NA,10.427,NA,6.896
"Wisconsin","Marathon",1.147,17.91,-2.265,9.455,NA,-1.159
"Wisconsin","Marinette",6.638,4.477,-2.557,11.479,NA,1.29
"Wisconsin","Marquette",7.612,NA,NA,13.656,NA,-6.293
"Wisconsin","Milwaukee",2.778,NA,NA,13.556,NA,-5.656
"Wisconsin","Monroe",9.394,32.719,-2.386,18.939,7.855,6.203
"Wisconsin","Oconto",7.626,NA,NA,12.248,-4.412,-2.481
"Wisconsin","Oneida",10.604,NA,NA,15.833,NA,7.921
"Wisconsin","Outagamie",12.349,34.997,NA,16.331,NA,8.199
"Wisconsin","Ozaukee",11.336,4.672,-2.388,14.184,5.965,4.547
"Wisconsin","Pepin",2.046,20.294,-1.642,8.805,NA,11.041
"Wisconsin","Pierce",NA,NA,NA,NA,NA,NA
"Wisconsin","Polk",5.989,NA,NA,24.306,NA,3.987
"Wisconsin","Portage",0,12.566,NA,9.765,NA,7.958
"Wisconsin","Price",3.557,10.604,-2.363,15.108,NA,2.051
"Wisconsin","Racine",-6.55,NA,NA,11.875,NA,NA
"Wisconsin","Richland",3.539,16.079,-2.659,17.403,10.808,4.802
"Wisconsin","Rock",NA,NA,NA,15.386,NA,-4.982
"Wisconsin","Rusk",11.83,13.701,-3.195,22.577,18.643,1.877
"Wisconsin","Sauk",14.92,NA,NA,16.784,NA,NA
"Wisconsin","Sawyer",10.08,NA,8.652,23.549,3.564,-1.371
"Wisconsin","Shawano",NA,NA,NA,7.434,-0.022,23.07
"Wisconsin","Sheboygan",4.157,NA,NA,16.163,NA,3.279
"Wisconsin","St. Croix",16.703,15.116,-1.194,8.825,6.577,2.348
"Wisconsin","Taylor",6.52,NA,-1.175,7.054,1.857,7.696
"Wisconsin","Trempealeau",11.113,NA,NA,3.79,NA,16.378
"Wisconsin","Vernon",11.861,NA,NA,28.291,NA,9.301
"Wisconsin","Vilas",15.526,NA,NA,13.135,NA,2.746
"Wisconsin","Walworth",15.501,3.593,NA,1.187,NA,2.539
"Wisconsin","Washburn",17.361,26.896,-3.159,22.372,NA,6.687
"Wisconsin","Washington",-3.349,NA,NA,14.528,NA,NA
"Wisconsin","Waukesha",9.388,-0.021,-2.182,14.205,NA,8.059
"Wisconsin","Waupaca",11.286,1.608,13.804,15.196,7.936,-2.31
"Wisconsin","Waushara",NA,NA,NA,3.864,1.052,10.019
"Wisconsin","Winnebago",5.334,NA,NA,3.369,NA,7.772
"Wisconsin","Wood",11.957,22.079,-2.301,22.256,NA,6.366
"Wyoming","Albany",3.704,NA,NA,14.014,22.222,-4.876
"Wyoming","Big Horn",14.283,NA,NA,4.952,NA,NA
"Wyoming","Campbell",11.94,NA,NA,9.512,11.997,1.127
"Wyoming","Carbon",5.193,NA,NA,-1.153,18.015,3.395
"Wyoming","Converse",25.743,NA,NA,9.42,NA,-5.456
"Wyoming","Crook",NA,NA,NA,NA,NA,NA
"Wyoming","Fremont",16.099,NA,NA,20.87,NA,3.903
"Wyoming","Goshen",-0.001,NA,NA,4.498,NA,NA
"Wyoming","Hot Springs",NA,NA,NA,NA,NA,NA
"Wyoming","Johnson",NA,NA,NA,0,NA,NA
"Wyoming","Laramie",14.075,20.002,-2.173,11.002,18.052,2.241
"Wyoming","Lincoln",-2.919,NA,NA,-2.025,NA,-11.769
"Wyoming","Natrona",17.272,22.417,-2.372,22.117,1.769,0.623
"Wyoming","Park",24.602,NA,NA,4.054,NA,3.373
"Wyoming","Platte",27.118,NA,NA,32.531,NA,NA
"Wyoming","Sheridan",11.723,NA,NA,3.52,NA,-0.861
"Wyoming","Sublette",14.126,NA,NA,15.792,NA,NA
"Wyoming","Sweetwater",22.9,NA,NA,20.267,22.082,1.17
"Wyoming","Teton",3.372,2.299,NA,8.216,27.029,4.444
"Wyoming","Uinta",17.462,NA,NA,0.872,3.635,2.579
"Wyoming","Washakie",-13.96,NA,NA,24.072,NA,NA
"Wyoming","Weston",NA,NA,NA,NA,NA,NA
